"Statistic:   Number of Acceptances"
"Variables:   Provider Country 2016 , Applicant Domicile (High Level) , Age Band , Sex , Cycle Year"
"Coverage:   UK domiciled"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_009_01.pdf"
 
Cycle Year,Provider Country 2016 , Applicant Domicile (High Level) , Age Band , Sex,Number of Acceptances,
2008 ,"'Wales' ","'Northern Ireland' ","'20' ","'Women' ",5
2008 ,"'Wales' ","'Northern Ireland' ","'21 and over' ","'Men' ",10
2008 ,"'Wales' ","'Northern Ireland' ","'21 and over' ","'Women' ",5
2008 ,"'Wales' ","'Scotland' ","'18' ","'Men' ",5
2008 ,"'Wales' ","'Scotland' ","'18' ","'Women' ",15
2008 ,"'Wales' ","'Scotland' ","'19' ","'Men' ",10
2008 ,"'Wales' ","'Scotland' ","'19' ","'Women' ",5
2008 ,"'Wales' ","'Scotland' ","'20' ","'Men' ",5
2008 ,"'Wales' ","'Scotland' ","'20' ","'Women' ",5
2008 ,"'Wales' ","'Scotland' ","'21 and over' ","'Men' ",15
2008 ,"'Wales' ","'Scotland' ","'21 and over' ","'Women' ",5
2008 ,"'Wales' ","'Wales' ","'17 and under' ","'Men' ",10
2008 ,"'Wales' ","'Wales' ","'17 and under' ","'Women' ",15
2008 ,"'Wales' ","'Wales' ","'18' ","'Men' ",2845
2008 ,"'Wales' ","'Wales' ","'18' ","'Women' ",3830
2008 ,"'Wales' ","'Wales' ","'19' ","'Men' ",960
2008 ,"'Wales' ","'Wales' ","'19' ","'Women' ",1115
2008 ,"'Wales' ","'Wales' ","'20' ","'Men' ",425
2008 ,"'Wales' ","'Wales' ","'20' ","'Women' ",470
2008 ,"'Wales' ","'Wales' ","'21 and over' ","'Men' ",1255
2008 ,"'Wales' ","'Wales' ","'21 and over' ","'Women' ",2060
2009 ,"'England' ","'England' ","'17 and under' ","'Men' ",465
2009 ,"'England' ","'England' ","'17 and under' ","'Women' ",660
2009 ,"'England' ","'England' ","'18' ","'Men' ",75595
2009 ,"'England' ","'England' ","'18' ","'Women' ",94515
2009 ,"'England' ","'England' ","'19' ","'Men' ",32000
2009 ,"'England' ","'England' ","'19' ","'Women' ",36235
2009 ,"'England' ","'England' ","'20' ","'Men' ",12395
2009 ,"'England' ","'England' ","'20' ","'Women' ",13005
2009 ,"'England' ","'England' ","'21 and over' ","'Men' ",31760
2009 ,"'England' ","'England' ","'21 and over' ","'Women' ",47880
2009 ,"'England' ","'Northern Ireland' ","'17 and under' ","'Men' ",5
2009 ,"'England' ","'Northern Ireland' ","'17 and under' ","'Women' ",10
2009 ,"'England' ","'Northern Ireland' ","'18' ","'Men' ",810
2009 ,"'England' ","'Northern Ireland' ","'18' ","'Women' ",1170
2009 ,"'England' ","'Northern Ireland' ","'19' ","'Men' ",225
2009 ,"'England' ","'Northern Ireland' ","'19' ","'Women' ",280
2009 ,"'England' ","'Northern Ireland' ","'20' ","'Men' ",105
2009 ,"'England' ","'Northern Ireland' ","'20' ","'Women' ",110
2009 ,"'England' ","'Northern Ireland' ","'21 and over' ","'Men' ",225
2009 ,"'England' ","'Northern Ireland' ","'21 and over' ","'Women' ",180
2009 ,"'England' ","'Scotland' ","'17 and under' ","'Men' ",5
2009 ,"'England' ","'Scotland' ","'17 and under' ","'Women' ",15
2009 ,"'England' ","'Scotland' ","'18' ","'Men' ",285
2009 ,"'England' ","'Scotland' ","'18' ","'Women' ",345
2009 ,"'England' ","'Scotland' ","'19' ","'Men' ",180
2009 ,"'England' ","'Scotland' ","'19' ","'Women' ",190
2009 ,"'England' ","'Scotland' ","'20' ","'Men' ",75
2009 ,"'England' ","'Scotland' ","'20' ","'Women' ",105
2009 ,"'England' ","'Scotland' ","'21 and over' ","'Men' ",240
2009 ,"'England' ","'Scotland' ","'21 and over' ","'Women' ",275
2009 ,"'England' ","'Wales' ","'17 and under' ","'Men' ",10
2009 ,"'England' ","'Wales' ","'17 and under' ","'Women' ",15
2009 ,"'England' ","'Wales' ","'18' ","'Men' ",1465
2009 ,"'England' ","'Wales' ","'18' ","'Women' ",1880
2009 ,"'England' ","'Wales' ","'19' ","'Men' ",500
2009 ,"'England' ","'Wales' ","'19' ","'Women' ",630
2009 ,"'England' ","'Wales' ","'20' ","'Men' ",175
2009 ,"'England' ","'Wales' ","'20' ","'Women' ",200
2009 ,"'England' ","'Wales' ","'21 and over' ","'Men' ",390
2009 ,"'England' ","'Wales' ","'21 and over' ","'Women' ",415
2009 ,"'Northern Ireland' ","'England' ","'18' ","'Men' ",65
2009 ,"'Northern Ireland' ","'England' ","'18' ","'Women' ",90
2009 ,"'Northern Ireland' ","'England' ","'19' ","'Men' ",25
2009 ,"'Northern Ireland' ","'England' ","'19' ","'Women' ",40
2009 ,"'Northern Ireland' ","'England' ","'20' ","'Men' ",5
2009 ,"'Northern Ireland' ","'England' ","'20' ","'Women' ",10
2009 ,"'Northern Ireland' ","'England' ","'21 and over' ","'Men' ",15
2009 ,"'Northern Ireland' ","'England' ","'21 and over' ","'Women' ",25
2009 ,"'Northern Ireland' ","'Northern Ireland' ","'17 and under' ","'Men' ",15
2009 ,"'Northern Ireland' ","'Northern Ireland' ","'17 and under' ","'Women' ",10
2009 ,"'Northern Ireland' ","'Northern Ireland' ","'18' ","'Men' ",2865
2009 ,"'Northern Ireland' ","'Northern Ireland' ","'18' ","'Women' ",3535
2009 ,"'Northern Ireland' ","'Northern Ireland' ","'19' ","'Men' ",475
2009 ,"'Northern Ireland' ","'Northern Ireland' ","'19' ","'Women' ",560
2009 ,"'Northern Ireland' ","'Northern Ireland' ","'20' ","'Men' ",265
2009 ,"'Northern Ireland' ","'Northern Ireland' ","'20' ","'Women' ",275
2009 ,"'Northern Ireland' ","'Northern Ireland' ","'21 and over' ","'Men' ",565
2009 ,"'Northern Ireland' ","'Northern Ireland' ","'21 and over' ","'Women' ",720
2009 ,"'Northern Ireland' ","'Scotland' ","'21 and over' ","'Women' ",10
2009 ,"'Northern Ireland' ","'Wales' ","'18' ","'Women' ",5
2009 ,"'Scotland' ","'England' ","'17 and under' ","'Men' ",10
2009 ,"'Scotland' ","'England' ","'17 and under' ","'Women' ",15
2009 ,"'Scotland' ","'England' ","'18' ","'Men' ",1365
2009 ,"'Scotland' ","'England' ","'18' ","'Women' ",1670
2009 ,"'Scotland' ","'England' ","'19' ","'Men' ",510
2009 ,"'Scotland' ","'England' ","'19' ","'Women' ",515
2009 ,"'Scotland' ","'England' ","'20' ","'Men' ",95
2009 ,"'Scotland' ","'England' ","'20' ","'Women' ",85
2009 ,"'Scotland' ","'England' ","'21 and over' ","'Men' ",245
2009 ,"'Scotland' ","'England' ","'21 and over' ","'Women' ",195
2009 ,"'Scotland' ","'Northern Ireland' ","'18' ","'Men' ",345
2009 ,"'Scotland' ","'Northern Ireland' ","'18' ","'Women' ",475
2009 ,"'Scotland' ","'Northern Ireland' ","'19' ","'Men' ",70
2009 ,"'Scotland' ","'Northern Ireland' ","'19' ","'Women' ",55
2009 ,"'Scotland' ","'Northern Ireland' ","'20' ","'Men' ",25
2009 ,"'Scotland' ","'Northern Ireland' ","'20' ","'Women' ",15
2009 ,"'Scotland' ","'Northern Ireland' ","'21 and over' ","'Men' ",50
2009 ,"'Scotland' ","'Northern Ireland' ","'21 and over' ","'Women' ",30
2009 ,"'Scotland' ","'Scotland' ","'17 and under' ","'Men' ",380
2009 ,"'Scotland' ","'Scotland' ","'17 and under' ","'Women' ",465
2009 ,"'Scotland' ","'Scotland' ","'18' ","'Men' ",6605
2009 ,"'Scotland' ","'Scotland' ","'18' ","'Women' ",7810
2009 ,"'Scotland' ","'Scotland' ","'19' ","'Men' ",1695
2009 ,"'Scotland' ","'Scotland' ","'19' ","'Women' ",1865
2009 ,"'Scotland' ","'Scotland' ","'20' ","'Men' ",1035
2009 ,"'Scotland' ","'Scotland' ","'20' ","'Women' ",1195
2009 ,"'Scotland' ","'Scotland' ","'21 and over' ","'Men' ",3875
2009 ,"'Scotland' ","'Scotland' ","'21 and over' ","'Women' ",4320
2009 ,"'Scotland' ","'Wales' ","'18' ","'Men' ",35
2009 ,"'Scotland' ","'Wales' ","'18' ","'Women' ",45
2009 ,"'Scotland' ","'Wales' ","'19' ","'Men' ",15
2009 ,"'Scotland' ","'Wales' ","'19' ","'Women' ",15
2009 ,"'Scotland' ","'Wales' ","'20' ","'Men' ",5
2009 ,"'Scotland' ","'Wales' ","'21 and over' ","'Men' ",5
2009 ,"'Scotland' ","'Wales' ","'21 and over' ","'Women' ",5
2009 ,"'Wales' ","'England' ","'17 and under' ","'Men' ",15
2009 ,"'Wales' ","'England' ","'17 and under' ","'Women' ",10
2009 ,"'Wales' ","'England' ","'18' ","'Men' ",2925
2009 ,"'Wales' ","'England' ","'18' ","'Women' ",3120
2009 ,"'Wales' ","'England' ","'19' ","'Men' ",1025
2009 ,"'Wales' ","'England' ","'19' ","'Women' ",915
2009 ,"'Wales' ","'England' ","'20' ","'Men' ",355
2009 ,"'Wales' ","'England' ","'20' ","'Women' ",220
2009 ,"'Wales' ","'England' ","'21 and over' ","'Men' ",640
2009 ,"'Wales' ","'England' ","'21 and over' ","'Women' ",415
2009 ,"'Wales' ","'Northern Ireland' ","'18' ","'Men' ",20
2009 ,"'Wales' ","'Northern Ireland' ","'18' ","'Women' ",55
2009 ,"'Wales' ","'Northern Ireland' ","'19' ","'Men' ",5
2009 ,"'Wales' ","'Northern Ireland' ","'19' ","'Women' ",10
2009 ,"'Wales' ","'Northern Ireland' ","'20' ","'Men' ",10
2009 ,"'Wales' ","'Northern Ireland' ","'20' ","'Women' ",5
2009 ,"'Wales' ","'Northern Ireland' ","'21 and over' ","'Men' ",5
2009 ,"'Wales' ","'Northern Ireland' ","'21 and over' ","'Women' ",5
2009 ,"'Wales' ","'Scotland' ","'18' ","'Men' ",10
2009 ,"'Wales' ","'Scotland' ","'18' ","'Women' ",5
2009 ,"'Wales' ","'Scotland' ","'19' ","'Men' ",5
2009 ,"'Wales' ","'Scotland' ","'19' ","'Women' ",5
2009 ,"'Wales' ","'Scotland' ","'21 and over' ","'Men' ",15
2009 ,"'Wales' ","'Scotland' ","'21 and over' ","'Women' ",10
2009 ,"'Wales' ","'Wales' ","'17 and under' ","'Men' ",15
2009 ,"'Wales' ","'Wales' ","'17 and under' ","'Women' ",15
2009 ,"'Wales' ","'Wales' ","'18' ","'Men' ",3105
2009 ,"'Wales' ","'Wales' ","'18' ","'Women' ",4040
2009 ,"'Wales' ","'Wales' ","'19' ","'Men' ",1105
2009 ,"'Wales' ","'Wales' ","'19' ","'Women' ",1185
2009 ,"'Wales' ","'Wales' ","'20' ","'Men' ",480
2009 ,"'Wales' ","'Wales' ","'20' ","'Women' ",490
2009 ,"'Wales' ","'Wales' ","'21 and over' ","'Men' ",1575
2009 ,"'Wales' ","'Wales' ","'21 and over' ","'Women' ",2365
2010 ,"'England' ","'England' ","'17 and under' ","'Men' ",385
2010 ,"'England' ","'England' ","'17 and under' ","'Women' ",550
2010 ,"'England' ","'England' ","'18' ","'Men' ",76740
2010 ,"'England' ","'England' ","'18' ","'Women' ",93695
2010 ,"'England' ","'England' ","'19' ","'Men' ",33840
2010 ,"'England' ","'England' ","'19' ","'Women' ",37750
2010 ,"'England' ","'England' ","'20' ","'Men' ",12530
2010 ,"'England' ","'England' ","'20' ","'Women' ",12895
2010 ,"'England' ","'England' ","'21 and over' ","'Men' ",30135
2010 ,"'England' ","'England' ","'21 and over' ","'Women' ",46365
2010 ,"'England' ","'Northern Ireland' ","'17 and under' ","'Men' ",5
2010 ,"'England' ","'Northern Ireland' ","'17 and under' ","'Women' ",5
2010 ,"'England' ","'Northern Ireland' ","'18' ","'Men' ",805
2010 ,"'England' ","'Northern Ireland' ","'18' ","'Women' ",1255
2010 ,"'England' ","'Northern Ireland' ","'19' ","'Men' ",295
2010 ,"'England' ","'Northern Ireland' ","'19' ","'Women' ",310
2010 ,"'England' ","'Northern Ireland' ","'20' ","'Men' ",145
2010 ,"'England' ","'Northern Ireland' ","'20' ","'Women' ",130
2010 ,"'England' ","'Northern Ireland' ","'21 and over' ","'Men' ",265
2010 ,"'England' ","'Northern Ireland' ","'21 and over' ","'Women' ",210
2010 ,"'England' ","'Scotland' ","'17 and under' ","'Men' ",5
2010 ,"'England' ","'Scotland' ","'17 and under' ","'Women' ",15
2010 ,"'England' ","'Scotland' ","'18' ","'Men' ",300
2010 ,"'England' ","'Scotland' ","'18' ","'Women' ",355
2010 ,"'England' ","'Scotland' ","'19' ","'Men' ",170
2010 ,"'England' ","'Scotland' ","'19' ","'Women' ",235
2010 ,"'England' ","'Scotland' ","'20' ","'Men' ",75
2010 ,"'England' ","'Scotland' ","'20' ","'Women' ",100
2010 ,"'England' ","'Scotland' ","'21 and over' ","'Men' ",230
2010 ,"'England' ","'Scotland' ","'21 and over' ","'Women' ",300
2010 ,"'England' ","'Wales' ","'17 and under' ","'Men' ",10
2010 ,"'England' ","'Wales' ","'17 and under' ","'Women' ",10
2010 ,"'England' ","'Wales' ","'18' ","'Men' ",1735
2010 ,"'England' ","'Wales' ","'18' ","'Women' ",2195
2010 ,"'England' ","'Wales' ","'19' ","'Men' ",575
2010 ,"'England' ","'Wales' ","'19' ","'Women' ",705
2010 ,"'England' ","'Wales' ","'20' ","'Men' ",175
2010 ,"'England' ","'Wales' ","'20' ","'Women' ",180
2010 ,"'England' ","'Wales' ","'21 and over' ","'Men' ",390
2010 ,"'England' ","'Wales' ","'21 and over' ","'Women' ",415
2010 ,"'Northern Ireland' ","'England' ","'18' ","'Men' ",55
2010 ,"'Northern Ireland' ","'England' ","'18' ","'Women' ",80
2010 ,"'Northern Ireland' ","'England' ","'19' ","'Men' ",15
2010 ,"'Northern Ireland' ","'England' ","'19' ","'Women' ",30
2010 ,"'Northern Ireland' ","'England' ","'20' ","'Men' ",5
2010 ,"'Northern Ireland' ","'England' ","'20' ","'Women' ",5
2010 ,"'Northern Ireland' ","'England' ","'21 and over' ","'Men' ",15
2010 ,"'Northern Ireland' ","'England' ","'21 and over' ","'Women' ",10
2010 ,"'Northern Ireland' ","'Northern Ireland' ","'17 and under' ","'Men' ",10
2010 ,"'Northern Ireland' ","'Northern Ireland' ","'17 and under' ","'Women' ",15
2010 ,"'Northern Ireland' ","'Northern Ireland' ","'18' ","'Men' ",2680
2010 ,"'Northern Ireland' ","'Northern Ireland' ","'18' ","'Women' ",3100
2010 ,"'Northern Ireland' ","'Northern Ireland' ","'19' ","'Men' ",505
2010 ,"'Northern Ireland' ","'Northern Ireland' ","'19' ","'Women' ",560
2010 ,"'Northern Ireland' ","'Northern Ireland' ","'20' ","'Men' ",250
2010 ,"'Northern Ireland' ","'Northern Ireland' ","'20' ","'Women' ",235
2010 ,"'Northern Ireland' ","'Northern Ireland' ","'21 and over' ","'Men' ",620
2010 ,"'Northern Ireland' ","'Northern Ireland' ","'21 and over' ","'Women' ",850
2010 ,"'Northern Ireland' ","'Scotland' ","'18' ","'Men' ",5
2010 ,"'Northern Ireland' ","'Scotland' ","'18' ","'Women' ",5
2010 ,"'Northern Ireland' ","'Scotland' ","'21 and over' ","'Men' ",5
2010 ,"'Northern Ireland' ","'Scotland' ","'21 and over' ","'Women' ",5
2010 ,"'Northern Ireland' ","'Wales' ","'21 and over' ","'Women' ",5
2010 ,"'Scotland' ","'England' ","'17 and under' ","'Men' ",10
2010 ,"'Scotland' ","'England' ","'17 and under' ","'Women' ",20
2010 ,"'Scotland' ","'England' ","'18' ","'Men' ",875
2010 ,"'Scotland' ","'England' ","'18' ","'Women' ",1215
2010 ,"'Scotland' ","'England' ","'19' ","'Men' ",370
2010 ,"'Scotland' ","'England' ","'19' ","'Women' ",445
2010 ,"'Scotland' ","'England' ","'20' ","'Men' ",65
2010 ,"'Scotland' ","'England' ","'20' ","'Women' ",85
2010 ,"'Scotland' ","'England' ","'21 and over' ","'Men' ",205
2010 ,"'Scotland' ","'England' ","'21 and over' ","'Women' ",210
2010 ,"'Scotland' ","'Northern Ireland' ","'18' ","'Men' ",305
2010 ,"'Scotland' ","'Northern Ireland' ","'18' ","'Women' ",490
2010 ,"'Scotland' ","'Northern Ireland' ","'19' ","'Men' ",65
2010 ,"'Scotland' ","'Northern Ireland' ","'19' ","'Women' ",70
2010 ,"'Scotland' ","'Northern Ireland' ","'20' ","'Men' ",25
2010 ,"'Scotland' ","'Northern Ireland' ","'20' ","'Women' ",20
2010 ,"'Scotland' ","'Northern Ireland' ","'21 and over' ","'Men' ",55
2010 ,"'Scotland' ","'Northern Ireland' ","'21 and over' ","'Women' ",40
2010 ,"'Scotland' ","'Scotland' ","'17 and under' ","'Men' ",230
2010 ,"'Scotland' ","'Scotland' ","'17 and under' ","'Women' ",390
2010 ,"'Scotland' ","'Scotland' ","'18' ","'Men' ",6410
2010 ,"'Scotland' ","'Scotland' ","'18' ","'Women' ",8270
2010 ,"'Scotland' ","'Scotland' ","'19' ","'Men' ",1640
2010 ,"'Scotland' ","'Scotland' ","'19' ","'Women' ",2045
2010 ,"'Scotland' ","'Scotland' ","'20' ","'Men' ",985
2010 ,"'Scotland' ","'Scotland' ","'20' ","'Women' ",1260
2010 ,"'Scotland' ","'Scotland' ","'21 and over' ","'Men' ",3765
2010 ,"'Scotland' ","'Scotland' ","'21 and over' ","'Women' ",5385
2010 ,"'Scotland' ","'Wales' ","'18' ","'Men' ",20
2010 ,"'Scotland' ","'Wales' ","'18' ","'Women' ",40
2010 ,"'Scotland' ","'Wales' ","'19' ","'Men' ",5
2010 ,"'Scotland' ","'Wales' ","'19' ","'Women' ",10
2010 ,"'Scotland' ","'Wales' ","'21 and over' ","'Men' ",10
2010 ,"'Scotland' ","'Wales' ","'21 and over' ","'Women' ",5
2010 ,"'Wales' ","'England' ","'17 and under' ","'Men' ",10
2010 ,"'Wales' ","'England' ","'17 and under' ","'Women' ",15
2010 ,"'Wales' ","'England' ","'18' ","'Men' ",2990
2010 ,"'Wales' ","'England' ","'18' ","'Women' ",3440
2010 ,"'Wales' ","'England' ","'19' ","'Men' ",1165
2010 ,"'Wales' ","'England' ","'19' ","'Women' ",1090
2010 ,"'Wales' ","'England' ","'20' ","'Men' ",315
2010 ,"'Wales' ","'England' ","'20' ","'Women' ",245
2010 ,"'Wales' ","'England' ","'21 and over' ","'Men' ",645
2010 ,"'Wales' ","'England' ","'21 and over' ","'Women' ",480
2010 ,"'Wales' ","'Northern Ireland' ","'18' ","'Men' ",40
2010 ,"'Wales' ","'Northern Ireland' ","'18' ","'Women' ",60
2010 ,"'Wales' ","'Northern Ireland' ","'19' ","'Men' ",20
2010 ,"'Wales' ","'Northern Ireland' ","'19' ","'Women' ",15
2010 ,"'Wales' ","'Northern Ireland' ","'20' ","'Men' ",5
2010 ,"'Wales' ","'Northern Ireland' ","'20' ","'Women' ",5
2010 ,"'Wales' ","'Northern Ireland' ","'21 and over' ","'Men' ",15
2010 ,"'Wales' ","'Northern Ireland' ","'21 and over' ","'Women' ",10
2010 ,"'Wales' ","'Scotland' ","'18' ","'Men' ",5
2010 ,"'Wales' ","'Scotland' ","'18' ","'Women' ",15
2010 ,"'Wales' ","'Scotland' ","'19' ","'Men' ",5
2010 ,"'Wales' ","'Scotland' ","'19' ","'Women' ",5
2010 ,"'Wales' ","'Scotland' ","'21 and over' ","'Men' ",15
2010 ,"'Wales' ","'Scotland' ","'21 and over' ","'Women' ",15
2010 ,"'Wales' ","'Wales' ","'17 and under' ","'Men' ",5
2010 ,"'Wales' ","'Wales' ","'17 and under' ","'Women' ",10
2010 ,"'Wales' ","'Wales' ","'18' ","'Men' ",2535
2010 ,"'Wales' ","'Wales' ","'18' ","'Women' ",3400
2010 ,"'Wales' ","'Wales' ","'19' ","'Men' ",950
2010 ,"'Wales' ","'Wales' ","'19' ","'Women' ",1170
2010 ,"'Wales' ","'Wales' ","'20' ","'Men' ",440
2010 ,"'Wales' ","'Wales' ","'20' ","'Women' ",405
2010 ,"'Wales' ","'Wales' ","'21 and over' ","'Men' ",1335
2010 ,"'Wales' ","'Wales' ","'21 and over' ","'Women' ",1925
2011 ,"'England' ","'England' ","'17 and under' ","'Men' ",360
2011 ,"'England' ","'England' ","'17 and under' ","'Women' ",465
2011 ,"'England' ","'England' ","'18' ","'Men' ",79170
2011 ,"'England' ","'England' ","'18' ","'Women' ",96685
2011 ,"'England' ","'England' ","'19' ","'Men' ",35665
2011 ,"'England' ","'England' ","'19' ","'Women' ",39630
2011 ,"'England' ","'England' ","'20' ","'Men' ",12895
2011 ,"'England' ","'England' ","'20' ","'Women' ",13175
2011 ,"'England' ","'England' ","'21 and over' ","'Men' ",29650
2011 ,"'England' ","'England' ","'21 and over' ","'Women' ",44555
2011 ,"'England' ","'Northern Ireland' ","'17 and under' ","'Men' ",10
2011 ,"'England' ","'Northern Ireland' ","'17 and under' ","'Women' ",10
2011 ,"'England' ","'Northern Ireland' ","'18' ","'Men' ",940
2011 ,"'England' ","'Northern Ireland' ","'18' ","'Women' ",1345
2011 ,"'England' ","'Northern Ireland' ","'19' ","'Men' ",375
2011 ,"'England' ","'Northern Ireland' ","'19' ","'Women' ",395
2011 ,"'England' ","'Northern Ireland' ","'20' ","'Men' ",145
2011 ,"'England' ","'Northern Ireland' ","'20' ","'Women' ",145
2011 ,"'England' ","'Northern Ireland' ","'21 and over' ","'Men' ",285
2011 ,"'England' ","'Northern Ireland' ","'21 and over' ","'Women' ",210
2011 ,"'England' ","'Scotland' ","'17 and under' ","'Men' ",5
2011 ,"'England' ","'Scotland' ","'17 and under' ","'Women' ",15
2011 ,"'England' ","'Scotland' ","'18' ","'Men' ",270
2011 ,"'England' ","'Scotland' ","'18' ","'Women' ",355
2011 ,"'England' ","'Scotland' ","'19' ","'Men' ",175
2011 ,"'England' ","'Scotland' ","'19' ","'Women' ",210
2011 ,"'England' ","'Scotland' ","'20' ","'Men' ",75
2011 ,"'England' ","'Scotland' ","'20' ","'Women' ",95
2011 ,"'England' ","'Scotland' ","'21 and over' ","'Men' ",205
2011 ,"'England' ","'Scotland' ","'21 and over' ","'Women' ",230
2011 ,"'England' ","'Wales' ","'17 and under' ","'Men' ",5
2011 ,"'England' ","'Wales' ","'17 and under' ","'Women' ",15
2011 ,"'England' ","'Wales' ","'18' ","'Men' ",1645
2011 ,"'England' ","'Wales' ","'18' ","'Women' ",2095
2011 ,"'England' ","'Wales' ","'19' ","'Men' ",645
2011 ,"'England' ","'Wales' ","'19' ","'Women' ",785
2011 ,"'England' ","'Wales' ","'20' ","'Men' ",205
2011 ,"'England' ","'Wales' ","'20' ","'Women' ",220
2011 ,"'England' ","'Wales' ","'21 and over' ","'Men' ",405
2011 ,"'England' ","'Wales' ","'21 and over' ","'Women' ",445
2011 ,"'Northern Ireland' ","'England' ","'18' ","'Men' ",75
2011 ,"'Northern Ireland' ","'England' ","'18' ","'Women' ",80
2011 ,"'Northern Ireland' ","'England' ","'19' ","'Men' ",20
2011 ,"'Northern Ireland' ","'England' ","'19' ","'Women' ",30
2011 ,"'Northern Ireland' ","'England' ","'20' ","'Men' ",5
2011 ,"'Northern Ireland' ","'England' ","'20' ","'Women' ",5
2011 ,"'Northern Ireland' ","'England' ","'21 and over' ","'Men' ",20
2011 ,"'Northern Ireland' ","'England' ","'21 and over' ","'Women' ",10
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'17 and under' ","'Men' ",5
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'17 and under' ","'Women' ",10
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'18' ","'Men' ",2525
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'18' ","'Women' ",2920
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'19' ","'Men' ",570
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'19' ","'Women' ",650
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'20' ","'Men' ",295
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'20' ","'Women' ",255
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'21 and over' ","'Men' ",620
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'21 and over' ","'Women' ",790
2011 ,"'Northern Ireland' ","'Scotland' ","'18' ","'Men' ",5
2011 ,"'Northern Ireland' ","'Scotland' ","'18' ","'Women' ",5
2011 ,"'Northern Ireland' ","'Scotland' ","'21 and over' ","'Women' ",5
2011 ,"'Northern Ireland' ","'Wales' ","'18' ","'Women' ",5
2011 ,"'Scotland' ","'England' ","'17 and under' ","'Men' ",10
2011 ,"'Scotland' ","'England' ","'17 and under' ","'Women' ",15
2011 ,"'Scotland' ","'England' ","'18' ","'Men' ",750
2011 ,"'Scotland' ","'England' ","'18' ","'Women' ",1175
2011 ,"'Scotland' ","'England' ","'19' ","'Men' ",340
2011 ,"'Scotland' ","'England' ","'19' ","'Women' ",420
2011 ,"'Scotland' ","'England' ","'20' ","'Men' ",75
2011 ,"'Scotland' ","'England' ","'20' ","'Women' ",85
2011 ,"'Scotland' ","'England' ","'21 and over' ","'Men' ",160
2011 ,"'Scotland' ","'England' ","'21 and over' ","'Women' ",210
2011 ,"'Scotland' ","'Northern Ireland' ","'18' ","'Men' ",310
2011 ,"'Scotland' ","'Northern Ireland' ","'18' ","'Women' ",420
2011 ,"'Scotland' ","'Northern Ireland' ","'19' ","'Men' ",70
2011 ,"'Scotland' ","'Northern Ireland' ","'19' ","'Women' ",110
2011 ,"'Scotland' ","'Northern Ireland' ","'20' ","'Men' ",25
2011 ,"'Scotland' ","'Northern Ireland' ","'20' ","'Women' ",25
2011 ,"'Scotland' ","'Northern Ireland' ","'21 and over' ","'Men' ",60
2011 ,"'Scotland' ","'Northern Ireland' ","'21 and over' ","'Women' ",55
2011 ,"'Scotland' ","'Scotland' ","'17 and under' ","'Men' ",225
2011 ,"'Scotland' ","'Scotland' ","'17 and under' ","'Women' ",305
2011 ,"'Scotland' ","'Scotland' ","'18' ","'Men' ",5935
2011 ,"'Scotland' ","'Scotland' ","'18' ","'Women' ",7660
2011 ,"'Scotland' ","'Scotland' ","'19' ","'Men' ",1540
2011 ,"'Scotland' ","'Scotland' ","'19' ","'Women' ",2010
2011 ,"'Scotland' ","'Scotland' ","'20' ","'Men' ",920
2011 ,"'Scotland' ","'Scotland' ","'20' ","'Women' ",1270
2011 ,"'Scotland' ","'Scotland' ","'21 and over' ","'Men' ",3800
2011 ,"'Scotland' ","'Scotland' ","'21 and over' ","'Women' ",5415
2011 ,"'Scotland' ","'Wales' ","'18' ","'Men' ",20
2011 ,"'Scotland' ","'Wales' ","'18' ","'Women' ",30
2011 ,"'Scotland' ","'Wales' ","'19' ","'Men' ",15
2011 ,"'Scotland' ","'Wales' ","'19' ","'Women' ",10
2011 ,"'Scotland' ","'Wales' ","'20' ","'Women' ",5
2011 ,"'Scotland' ","'Wales' ","'21 and over' ","'Men' ",5
2011 ,"'Scotland' ","'Wales' ","'21 and over' ","'Women' ",15
2011 ,"'Wales' ","'England' ","'17 and under' ","'Men' ",10
2011 ,"'Wales' ","'England' ","'17 and under' ","'Women' ",10
2011 ,"'Wales' ","'England' ","'18' ","'Men' ",3600
2011 ,"'Wales' ","'England' ","'18' ","'Women' ",3740
2011 ,"'Wales' ","'England' ","'19' ","'Men' ",1175
2011 ,"'Wales' ","'England' ","'19' ","'Women' ",1115
2011 ,"'Wales' ","'England' ","'20' ","'Men' ",355
2011 ,"'Wales' ","'England' ","'20' ","'Women' ",265
2011 ,"'Wales' ","'England' ","'21 and over' ","'Men' ",680
2011 ,"'Wales' ","'England' ","'21 and over' ","'Women' ",480
2011 ,"'Wales' ","'Northern Ireland' ","'18' ","'Men' ",35
2011 ,"'Wales' ","'Northern Ireland' ","'18' ","'Women' ",90
