"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Detailed Level) , Applicant Domicile (UK / EU / Not EU) , Cycle Year"
"Coverage:   All"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_016_01.pdf"
 
Cycle Year,Subject Group (Detailed Level) , Applicant Domicile (UK / EU / Not EU),Number of Acceptances,
2007 ,"'A1 - Pre-clinical Medicine' ","'UK' ",6995
2007 ,"'A1 - Pre-clinical Medicine' ","'EU (excluding UK)' ",205
2007 ,"'A1 - Pre-clinical Medicine' ","'Not EU' ",645
2007 ,"'A2 - Pre-clinical Dentistry' ","'UK' ",1135
2007 ,"'A2 - Pre-clinical Dentistry' ","'EU (excluding UK)' ",15
2007 ,"'A2 - Pre-clinical Dentistry' ","'Not EU' ",50
2007 ,"'A9 - Others in Medicine and Dentistry' ","'UK' ",20
2007 ,"'B1 - Anatomy,Physiology and Pathology' ","'UK' ",3490
2007 ,"'B1 - Anatomy,Physiology and Pathology' ","'EU (excluding UK)' ",250
2007 ,"'B1 - Anatomy,Physiology and Pathology' ","'Not EU' ",120
2007 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'UK' ",3280
2007 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'EU (excluding UK)' ",280
2007 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'Not EU' ",425
2007 ,"'B3 - Complementary Medicine' ","'UK' ",1045
2007 ,"'B3 - Complementary Medicine' ","'EU (excluding UK)' ",110
2007 ,"'B3 - Complementary Medicine' ","'Not EU' ",70
2007 ,"'B4 - Nutrition' ","'UK' ",845
2007 ,"'B4 - Nutrition' ","'EU (excluding UK)' ",130
2007 ,"'B4 - Nutrition' ","'Not EU' ",55
2007 ,"'B5 - Ophthalmics' ","'UK' ",710
2007 ,"'B5 - Ophthalmics' ","'EU (excluding UK)' ",30
2007 ,"'B5 - Ophthalmics' ","'Not EU' ",80
2007 ,"'B6 - Aural and Oral Sciences' ","'UK' ",835
2007 ,"'B6 - Aural and Oral Sciences' ","'EU (excluding UK)' ",30
2007 ,"'B6 - Aural and Oral Sciences' ","'Not EU' ",15
2007 ,"'B7 - Nursing' ","'UK' ",6270
2007 ,"'B7 - Nursing' ","'EU (excluding UK)' ",135
2007 ,"'B7 - Nursing' ","'Not EU' ",30
2007 ,"'B8 - Medical Technology' ","'UK' ",1525
2007 ,"'B8 - Medical Technology' ","'EU (excluding UK)' ",65
2007 ,"'B8 - Medical Technology' ","'Not EU' ",30
2007 ,"'B9 - Others in Subjects allied to Medicine' ","'UK' ",6550
2007 ,"'B9 - Others in Subjects allied to Medicine' ","'EU (excluding UK)' ",265
2007 ,"'B9 - Others in Subjects allied to Medicine' ","'Not EU' ",315
2007 ,"'BB - Combinations within Subjects allied to Medicine' ","'UK' ",230
2007 ,"'BB - Combinations within Subjects allied to Medicine' ","'EU (excluding UK)' ",5
2007 ,"'BB - Combinations within Subjects allied to Medicine' ","'Not EU' ",10
2007 ,"'C0 - Biological Sciences: any area of study' ","'UK' ",25
2007 ,"'C1 - Biology' ","'UK' ",3965
2007 ,"'C1 - Biology' ","'EU (excluding UK)' ",235
2007 ,"'C1 - Biology' ","'Not EU' ",195
2007 ,"'C2 - Botany' ","'UK' ",20
2007 ,"'C3 - Zoology' ","'UK' ",1070
2007 ,"'C3 - Zoology' ","'EU (excluding UK)' ",35
2007 ,"'C3 - Zoology' ","'Not EU' ",25
2007 ,"'C4 - Genetics' ","'UK' ",350
2007 ,"'C4 - Genetics' ","'EU (excluding UK)' ",55
2007 ,"'C4 - Genetics' ","'Not EU' ",40
2007 ,"'C5 - Microbiology' ","'UK' ",280
2007 ,"'C5 - Microbiology' ","'EU (excluding UK)' ",35
2007 ,"'C5 - Microbiology' ","'Not EU' ",35
2007 ,"'C6 - Sport and Exercise Science' ","'UK' ",9005
2007 ,"'C6 - Sport and Exercise Science' ","'EU (excluding UK)' ",150
2007 ,"'C6 - Sport and Exercise Science' ","'Not EU' ",100
2007 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'UK' ",1845
2007 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'EU (excluding UK)' ",135
2007 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Not EU' ",170
2007 ,"'C8 - Psychology' ","'UK' ",12085
2007 ,"'C8 - Psychology' ","'EU (excluding UK)' ",600
2007 ,"'C8 - Psychology' ","'Not EU' ",440
2007 ,"'C9 - Others in Biological Sciences' ","'UK' ",585
2007 ,"'C9 - Others in Biological Sciences' ","'EU (excluding UK)' ",35
2007 ,"'C9 - Others in Biological Sciences' ","'Not EU' ",40
2007 ,"'CC - Combinations within Biological Sciences' ","'UK' ",580
2007 ,"'CC - Combinations within Biological Sciences' ","'EU (excluding UK)' ",35
2007 ,"'CC - Combinations within Biological Sciences' ","'Not EU' ",15
2007 ,"'D1 - Pre-clinical Veterinary Medicine' ","'UK' ",810
2007 ,"'D1 - Pre-clinical Veterinary Medicine' ","'EU (excluding UK)' ",25
2007 ,"'D1 - Pre-clinical Veterinary Medicine' ","'Not EU' ",115
2007 ,"'D3 - Animal Science' ","'UK' ",1390
