"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Detailed Level) , Disability Indicator , Cycle Year"
"Coverage:   UK domiciled"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_029_01.pdf"
 
Cycle Year,Subject Group (Detailed Level) , Disability Indicator,Number of Acceptances,
2010 ,"'A1 - Pre-clinical Medicine' ","'Disability declared' ",310
2010 ,"'A1 - Pre-clinical Medicine' ","'No disability declared' ",6700
2010 ,"'A2 - Pre-clinical Dentistry' ","'Disability declared' ",40
2010 ,"'A2 - Pre-clinical Dentistry' ","'No disability declared' ",1145
2010 ,"'A9 - Others in Medicine and Dentistry' ","'No disability declared' ",20
2010 ,"'B1 - Anatomy,Physiology and Pathology' ","'Disability declared' ",210
2010 ,"'B1 - Anatomy,Physiology and Pathology' ","'No disability declared' ",3180
2010 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'Disability declared' ",115
2010 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'No disability declared' ",3450
2010 ,"'B3 - Complementary Medicine' ","'Disability declared' ",105
2010 ,"'B3 - Complementary Medicine' ","'No disability declared' ",740
2010 ,"'B4 - Nutrition' ","'Disability declared' ",65
2010 ,"'B4 - Nutrition' ","'No disability declared' ",865
2010 ,"'B5 - Ophthalmics' ","'Disability declared' ",15
2010 ,"'B5 - Ophthalmics' ","'No disability declared' ",680
2010 ,"'B6 - Aural and Oral Sciences' ","'Disability declared' ",45
2010 ,"'B6 - Aural and Oral Sciences' ","'No disability declared' ",750
2010 ,"'B7 - Nursing' ","'Disability declared' ",1510
2010 ,"'B7 - Nursing' ","'No disability declared' ",24480
2010 ,"'B8 - Medical Technology' ","'Disability declared' ",85
2010 ,"'B8 - Medical Technology' ","'No disability declared' ",1685
2010 ,"'B9 - Others in Subjects allied to Medicine' ","'Disability declared' ",570
2010 ,"'B9 - Others in Subjects allied to Medicine' ","'No disability declared' ",7870
2010 ,"'BB - Combinations within Subjects allied to Medicine' ","'Disability declared' ",5
2010 ,"'BB - Combinations within Subjects allied to Medicine' ","'No disability declared' ",210
2010 ,"'C0 - Biological Sciences: any area of study' ","'No disability declared' ",5
2010 ,"'C1 - Biology' ","'Disability declared' ",305
2010 ,"'C1 - Biology' ","'No disability declared' ",4190
2010 ,"'C2 - Botany' ","'Disability declared' ",5
2010 ,"'C2 - Botany' ","'No disability declared' ",10
2010 ,"'C3 - Zoology' ","'Disability declared' ",130
2010 ,"'C3 - Zoology' ","'No disability declared' ",1465
2010 ,"'C4 - Genetics' ","'Disability declared' ",20
2010 ,"'C4 - Genetics' ","'No disability declared' ",280
2010 ,"'C5 - Microbiology' ","'Disability declared' ",15
2010 ,"'C5 - Microbiology' ","'No disability declared' ",260
2010 ,"'C6 - Sport and Exercise Science' ","'Disability declared' ",530
2010 ,"'C6 - Sport and Exercise Science' ","'No disability declared' ",10070
2010 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Disability declared' ",130
2010 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'No disability declared' ",1920
2010 ,"'C8 - Psychology' ","'Disability declared' ",970
2010 ,"'C8 - Psychology' ","'No disability declared' ",13640
2010 ,"'C9 - Others in Biological Sciences' ","'Disability declared' ",60
2010 ,"'C9 - Others in Biological Sciences' ","'No disability declared' ",1050
2010 ,"'CC - Combinations within Biological Sciences' ","'Disability declared' ",40
2010 ,"'CC - Combinations within Biological Sciences' ","'No disability declared' ",500
2010 ,"'D1 - Pre-clinical Veterinary Medicine' ","'Disability declared' ",45
