"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Detailed Level) , Acceptance Route , Cycle Year"
"Coverage:   All"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_015_07.pdf"
 
Cycle Year,Subject Group (Detailed Level) , Acceptance Route,Number of Acceptances,
2007 ,"'A1 - Pre-clinical Medicine' ","'Firm choice' ",7305
2007 ,"'A1 - Pre-clinical Medicine' ","'Insurance choice' ",80
2007 ,"'A1 - Pre-clinical Medicine' ","'Other main scheme choice' ",35
2007 ,"'A1 - Pre-clinical Medicine' ","'Extra' ",30
2007 ,"'A1 - Pre-clinical Medicine' ","'Main scheme Clearing' ",285
2007 ,"'A1 - Pre-clinical Medicine' ","'Direct Clearing' ",5
2007 ,"'A1 - Pre-clinical Medicine' ","'RPA' ",105
2007 ,"'A2 - Pre-clinical Dentistry' ","'Firm choice' ",1080
2007 ,"'A2 - Pre-clinical Dentistry' ","'Insurance choice' ",25
2007 ,"'A2 - Pre-clinical Dentistry' ","'Other main scheme choice' ",10
2007 ,"'A2 - Pre-clinical Dentistry' ","'Main scheme Clearing' ",80
2007 ,"'A2 - Pre-clinical Dentistry' ","'RPA' ",5
2007 ,"'A9 - Others in Medicine and Dentistry' ","'Firm choice' ",15
2007 ,"'A9 - Others in Medicine and Dentistry' ","'Main scheme Clearing' ",5
2007 ,"'B1 - Anatomy,Physiology and Pathology' ","'Firm choice' ",3020
2007 ,"'B1 - Anatomy,Physiology and Pathology' ","'Insurance choice' ",145
2007 ,"'B1 - Anatomy,Physiology and Pathology' ","'Other main scheme choice' ",90
2007 ,"'B1 - Anatomy,Physiology and Pathology' ","'Extra' ",60
2007 ,"'B1 - Anatomy,Physiology and Pathology' ","'Main scheme Clearing' ",355
2007 ,"'B1 - Anatomy,Physiology and Pathology' ","'Direct Clearing' ",65
2007 ,"'B1 - Anatomy,Physiology and Pathology' ","'RPA' ",120
2007 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'Firm choice' ",2730
2007 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'Insurance choice' ",425
2007 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'Other main scheme choice' ",135
2007 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'Extra' ",70
2007 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'Main scheme Clearing' ",435
2007 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'Direct Clearing' ",60
2007 ,"'B2 - Pharmacology,Toxicology and Pharmacy' ","'RPA' ",125
2007 ,"'B3 - Complementary Medicine' ","'Firm choice' ",760
2007 ,"'B3 - Complementary Medicine' ","'Insurance choice' ",5
2007 ,"'B3 - Complementary Medicine' ","'Other main scheme choice' ",125
2007 ,"'B3 - Complementary Medicine' ","'Extra' ",20
2007 ,"'B3 - Complementary Medicine' ","'Main scheme Clearing' ",55
2007 ,"'B3 - Complementary Medicine' ","'Direct Clearing' ",55
2007 ,"'B3 - Complementary Medicine' ","'RPA' ",205
2007 ,"'B4 - Nutrition' ","'Firm choice' ",780
2007 ,"'B4 - Nutrition' ","'Insurance choice' ",65
2007 ,"'B4 - Nutrition' ","'Other main scheme choice' ",40
