"Statistic:   Number of Applicants"
"Variables:   Ethnic Group (Summary Level) , Age Band , Sex , Applicant Domicile (High Level) , Cycle Year"
"Coverage:   Applied before June deadline and UK domiciled"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR2_023_06.pdf"
 
Cycle Year,Ethnic Group (Summary Level) , Age Band , Sex , Applicant Domicile (High Level),Number of Applicants,
2015 ,"'Other' ","'21 and over' ","'Women' ","'Wales' ",20
2015 ,"'Unknown' ","'17 and under' ","'Men' ","'England' ",5
2015 ,"'Unknown' ","'17 and under' ","'Women' ","'England' ",10
2015 ,"'Unknown' ","'18' ","'Men' ","'England' ",800
2015 ,"'Unknown' ","'18' ","'Men' ","'Northern Ireland' ",15
2015 ,"'Unknown' ","'18' ","'Men' ","'Scotland' ",40
2015 ,"'Unknown' ","'18' ","'Men' ","'Wales' ",20
2015 ,"'Unknown' ","'18' ","'Women' ","'England' ",640
2015 ,"'Unknown' ","'18' ","'Women' ","'Northern Ireland' ",15
2015 ,"'Unknown' ","'18' ","'Women' ","'Scotland' ",25
2015 ,"'Unknown' ","'18' ","'Women' ","'Wales' ",20
2015 ,"'Unknown' ","'19' ","'Men' ","'England' ",370
2015 ,"'Unknown' ","'19' ","'Men' ","'Northern Ireland' ",10
2015 ,"'Unknown' ","'19' ","'Men' ","'Scotland' ",15
2015 ,"'Unknown' ","'19' ","'Men' ","'Wales' ",10
2015 ,"'Unknown' ","'19' ","'Women' ","'England' ",335
2015 ,"'Unknown' ","'19' ","'Women' ","'Northern Ireland' ",5
2015 ,"'Unknown' ","'19' ","'Women' ","'Scotland' ",5
2015 ,"'Unknown' ","'19' ","'Women' ","'Wales' ",5
2015 ,"'Unknown' ","'20' ","'Men' ","'England' ",160
2015 ,"'Unknown' ","'20' ","'Men' ","'Scotland' ",10
2015 ,"'Unknown' ","'20' ","'Men' ","'Wales' ",5
2015 ,"'Unknown' ","'20' ","'Women' ","'England' ",155
2015 ,"'Unknown' ","'20' ","'Women' ","'Scotland' ",5
2015 ,"'Unknown' ","'21 and over' ","'Men' ","'England' ",765
2015 ,"'Unknown' ","'21 and over' ","'Men' ","'Northern Ireland' ",15
2015 ,"'Unknown' ","'21 and over' ","'Men' ","'Scotland' ",115
2015 ,"'Unknown' ","'21 and over' ","'Men' ","'Wales' ",35
2015 ,"'Unknown' ","'21 and over' ","'Women' ","'England' ",820
2015 ,"'Unknown' ","'21 and over' ","'Women' ","'Northern Ireland' ",10
2015 ,"'Unknown' ","'21 and over' ","'Women' ","'Scotland' ",75
2015 ,"'Unknown' ","'21 and over' ","'Women' ","'Wales' ",20
2016 ,"'Asian' ","'17 and under' ","'Men' ","'England' ",55
2016 ,"'Asian' ","'17 and under' ","'Men' ","'Scotland' ",15
2016 ,"'Asian' ","'17 and under' ","'Women' ","'England' ",60
2016 ,"'Asian' ","'17 and under' ","'Women' ","'Scotland' ",30
2016 ,"'Asian' ","'18' ","'Men' ","'England' ",13810
2016 ,"'Asian' ","'18' ","'Men' ","'Northern Ireland' ",65
2016 ,"'Asian' ","'18' ","'Men' ","'Scotland' ",390
2016 ,"'Asian' ","'18' ","'Men' ","'Wales' ",200
2016 ,"'Asian' ","'18' ","'Women' ","'England' ",16045
2016 ,"'Asian' ","'18' ","'Women' ","'Northern Ireland' ",75
2016 ,"'Asian' ","'18' ","'Women' ","'Scotland' ",445
2016 ,"'Asian' ","'18' ","'Women' ","'Wales' ",265
2016 ,"'Asian' ","'19' ","'Men' ","'England' ",7215
2016 ,"'Asian' ","'19' ","'Men' ","'Northern Ireland' ",30
2016 ,"'Asian' ","'19' ","'Men' ","'Scotland' ",145
2016 ,"'Asian' ","'19' ","'Men' ","'Wales' ",95
2016 ,"'Asian' ","'19' ","'Women' ","'England' ",7100
2016 ,"'Asian' ","'19' ","'Women' ","'Northern Ireland' ",40
2016 ,"'Asian' ","'19' ","'Women' ","'Scotland' ",160
2016 ,"'Asian' ","'19' ","'Women' ","'Wales' ",95
2016 ,"'Asian' ","'20' ","'Men' ","'England' ",2240
2016 ,"'Asian' ","'20' ","'Men' ","'Northern Ireland' ",10
2016 ,"'Asian' ","'20' ","'Men' ","'Scotland' ",95
2016 ,"'Asian' ","'20' ","'Men' ","'Wales' ",30
2016 ,"'Asian' ","'20' ","'Women' ","'England' ",1975
2016 ,"'Asian' ","'20' ","'Women' ","'Northern Ireland' ",10
2016 ,"'Asian' ","'20' ","'Women' ","'Scotland' ",105
2016 ,"'Asian' ","'20' ","'Women' ","'Wales' ",20
2016 ,"'Asian' ","'21 and over' ","'Men' ","'England' ",4345
2016 ,"'Asian' ","'21 and over' ","'Men' ","'Northern Ireland' ",20
2016 ,"'Asian' ","'21 and over' ","'Men' ","'Scotland' ",360
2016 ,"'Asian' ","'21 and over' ","'Men' ","'Wales' ",100
2016 ,"'Asian' ","'21 and over' ","'Women' ","'England' ",5910
2016 ,"'Asian' ","'21 and over' ","'Women' ","'Northern Ireland' ",25
2016 ,"'Asian' ","'21 and over' ","'Women' ","'Scotland' ",430
2016 ,"'Asian' ","'21 and over' ","'Women' ","'Wales' ",145
2016 ,"'Black' ","'17 and under' ","'Men' ","'England' ",40
2016 ,"'Black' ","'17 and under' ","'Men' ","'Scotland' ",10
2016 ,"'Black' ","'17 and under' ","'Women' ","'England' ",50
2016 ,"'Black' ","'17 and under' ","'Women' ","'Scotland' ",10
2016 ,"'Black' ","'18' ","'Men' ","'England' ",5560
2016 ,"'Black' ","'18' ","'Men' ","'Northern Ireland' ",10
2016 ,"'Black' ","'18' ","'Men' ","'Scotland' ",55
2016 ,"'Black' ","'18' ","'Men' ","'Wales' ",55
2016 ,"'Black' ","'18' ","'Women' ","'England' ",7875
2016 ,"'Black' ","'18' ","'Women' ","'Northern Ireland' ",15
2016 ,"'Black' ","'18' ","'Women' ","'Scotland' ",85
2016 ,"'Black' ","'18' ","'Women' ","'Wales' ",60
2016 ,"'Black' ","'19' ","'Men' ","'England' ",3635
2016 ,"'Black' ","'19' ","'Men' ","'Northern Ireland' ",10
2016 ,"'Black' ","'19' ","'Men' ","'Scotland' ",25
2016 ,"'Black' ","'19' ","'Men' ","'Wales' ",45
2016 ,"'Black' ","'19' ","'Women' ","'England' ",4170
2016 ,"'Black' ","'19' ","'Women' ","'Northern Ireland' ",5
2016 ,"'Black' ","'19' ","'Women' ","'Scotland' ",35
2016 ,"'Black' ","'19' ","'Women' ","'Wales' ",25
2016 ,"'Black' ","'20' ","'Men' ","'England' ",1510
2016 ,"'Black' ","'20' ","'Men' ","'Northern Ireland' ",5
2016 ,"'Black' ","'20' ","'Men' ","'Scotland' ",20
2016 ,"'Black' ","'20' ","'Men' ","'Wales' ",15
2016 ,"'Black' ","'20' ","'Women' ","'England' ",1735
2016 ,"'Black' ","'20' ","'Women' ","'Scotland' ",25
2016 ,"'Black' ","'20' ","'Women' ","'Wales' ",15
2016 ,"'Black' ","'21 and over' ","'Men' ","'England' ",6845
2016 ,"'Black' ","'21 and over' ","'Men' ","'Northern Ireland' ",20
2016 ,"'Black' ","'21 and over' ","'Men' ","'Scotland' ",235
2016 ,"'Black' ","'21 and over' ","'Men' ","'Wales' ",95
2016 ,"'Black' ","'21 and over' ","'Women' ","'England' ",13665
2016 ,"'Black' ","'21 and over' ","'Women' ","'Northern Ireland' ",25
2016 ,"'Black' ","'21 and over' ","'Women' ","'Scotland' ",310
2016 ,"'Black' ","'21 and over' ","'Women' ","'Wales' ",140
2016 ,"'Mixed' ","'17 and under' ","'Men' ","'England' ",30
2016 ,"'Mixed' ","'17 and under' ","'Men' ","'Scotland' ",5
2016 ,"'Mixed' ","'17 and under' ","'Women' ","'England' ",35
2016 ,"'Mixed' ","'17 and under' ","'Women' ","'Scotland' ",10
2016 ,"'Mixed' ","'18' ","'Men' ","'England' ",4665
2016 ,"'Mixed' ","'18' ","'Men' ","'Northern Ireland' ",40
2016 ,"'Mixed' ","'18' ","'Men' ","'Scotland' ",150
2016 ,"'Mixed' ","'18' ","'Men' ","'Wales' ",120
2016 ,"'Mixed' ","'18' ","'Women' ","'England' ",6110
2016 ,"'Mixed' ","'18' ","'Women' ","'Northern Ireland' ",55
2016 ,"'Mixed' ","'18' ","'Women' ","'Scotland' ",195
2016 ,"'Mixed' ","'18' ","'Women' ","'Wales' ",150
2016 ,"'Mixed' ","'19' ","'Men' ","'England' ",2085
2016 ,"'Mixed' ","'19' ","'Men' ","'Northern Ireland' ",10
2016 ,"'Mixed' ","'19' ","'Men' ","'Scotland' ",60
2016 ,"'Mixed' ","'19' ","'Men' ","'Wales' ",50
2016 ,"'Mixed' ","'19' ","'Women' ","'England' ",2490
2016 ,"'Mixed' ","'19' ","'Women' ","'Northern Ireland' ",20
2016 ,"'Mixed' ","'19' ","'Women' ","'Scotland' ",80
2016 ,"'Mixed' ","'19' ","'Women' ","'Wales' ",75
2016 ,"'Mixed' ","'20' ","'Men' ","'England' ",735
2016 ,"'Mixed' ","'20' ","'Men' ","'Scotland' ",30
2016 ,"'Mixed' ","'20' ","'Men' ","'Wales' ",15
2016 ,"'Mixed' ","'20' ","'Women' ","'England' ",890
2016 ,"'Mixed' ","'20' ","'Women' ","'Northern Ireland' ",10
2016 ,"'Mixed' ","'20' ","'Women' ","'Scotland' ",35
2016 ,"'Mixed' ","'20' ","'Women' ","'Wales' ",25
2016 ,"'Mixed' ","'21 and over' ","'Men' ","'England' ",1555
2016 ,"'Mixed' ","'21 and over' ","'Men' ","'Northern Ireland' ",15
2016 ,"'Mixed' ","'21 and over' ","'Men' ","'Scotland' ",115
2016 ,"'Mixed' ","'21 and over' ","'Men' ","'Wales' ",35
2016 ,"'Mixed' ","'21 and over' ","'Women' ","'England' ",3115
2016 ,"'Mixed' ","'21 and over' ","'Women' ","'Northern Ireland' ",15
2016 ,"'Mixed' ","'21 and over' ","'Women' ","'Scotland' ",170
2016 ,"'Mixed' ","'21 and over' ","'Women' ","'Wales' ",95
2016 ,"'White' ","'17 and under' ","'Men' ","'England' ",330
2016 ,"'White' ","'17 and under' ","'Men' ","'Northern Ireland' ",15
2016 ,"'White' ","'17 and under' ","'Men' ","'Scotland' ",280
2016 ,"'White' ","'17 and under' ","'Men' ","'Wales' ",10
2016 ,"'White' ","'17 and under' ","'Women' ","'England' ",335
2016 ,"'White' ","'17 and under' ","'Women' ","'Northern Ireland' ",25
2016 ,"'White' ","'17 and under' ","'Women' ","'Scotland' ",410
2016 ,"'White' ","'17 and under' ","'Women' ","'Wales' ",10
2016 ,"'White' ","'18' ","'Men' ","'England' ",76315
2016 ,"'White' ","'18' ","'Men' ","'Northern Ireland' ",4945
2016 ,"'White' ","'18' ","'Men' ","'Scotland' ",7145
2016 ,"'White' ","'18' ","'Men' ","'Wales' ",4485
2016 ,"'White' ","'18' ","'Women' ","'England' ",98960
2016 ,"'White' ","'18' ","'Women' ","'Northern Ireland' ",6555
2016 ,"'White' ","'18' ","'Women' ","'Scotland' ",10675
2016 ,"'White' ","'18' ","'Women' ","'Wales' ",6495
2016 ,"'White' ","'19' ","'Men' ","'England' ",26320
2016 ,"'White' ","'19' ","'Men' ","'Northern Ireland' ",1550
2016 ,"'White' ","'19' ","'Men' ","'Scotland' ",2215
2016 ,"'White' ","'19' ","'Men' ","'Wales' ",1705
2016 ,"'White' ","'19' ","'Women' ","'England' ",32945
2016 ,"'White' ","'19' ","'Women' ","'Northern Ireland' ",1930
2016 ,"'White' ","'19' ","'Women' ","'Scotland' ",3200
2016 ,"'White' ","'19' ","'Women' ","'Wales' ",2190
2016 ,"'White' ","'20' ","'Men' ","'England' ",8570
2016 ,"'White' ","'20' ","'Men' ","'Northern Ireland' ",775
2016 ,"'White' ","'20' ","'Men' ","'Scotland' ",1505
2016 ,"'White' ","'20' ","'Men' ","'Wales' ",575
2016 ,"'White' ","'20' ","'Women' ","'England' ",10950
2016 ,"'White' ","'20' ","'Women' ","'Northern Ireland' ",740
2016 ,"'White' ","'20' ","'Women' ","'Scotland' ",2095
2016 ,"'White' ","'20' ","'Women' ","'Wales' ",820
2016 ,"'White' ","'21 and over' ","'Men' ","'England' ",21500
2016 ,"'White' ","'21 and over' ","'Men' ","'Northern Ireland' ",1555
2016 ,"'White' ","'21 and over' ","'Men' ","'Scotland' ",6235
2016 ,"'White' ","'21 and over' ","'Men' ","'Wales' ",1550
2016 ,"'White' ","'21 and over' ","'Women' ","'England' ",44645
2016 ,"'White' ","'21 and over' ","'Women' ","'Northern Ireland' ",2405
2016 ,"'White' ","'21 and over' ","'Women' ","'Scotland' ",11225
2016 ,"'White' ","'21 and over' ","'Women' ","'Wales' ",3590
2016 ,"'Other' ","'17 and under' ","'Men' ","'England' ",30
2016 ,"'Other' ","'17 and under' ","'Men' ","'Scotland' ",5
2016 ,"'Other' ","'17 and under' ","'Women' ","'England' ",15
2016 ,"'Other' ","'17 and under' ","'Women' ","'Scotland' ",5
2016 ,"'Other' ","'18' ","'Men' ","'England' ",1590
2016 ,"'Other' ","'18' ","'Men' ","'Northern Ireland' ",5
2016 ,"'Other' ","'18' ","'Men' ","'Scotland' ",45
2016 ,"'Other' ","'18' ","'Men' ","'Wales' ",40
2016 ,"'Other' ","'18' ","'Women' ","'England' ",1955
2016 ,"'Other' ","'18' ","'Women' ","'Northern Ireland' ",5
2016 ,"'Other' ","'18' ","'Women' ","'Scotland' ",40
2016 ,"'Other' ","'18' ","'Women' ","'Wales' ",40
2016 ,"'Other' ","'19' ","'Men' ","'England' ",1000
2016 ,"'Other' ","'19' ","'Men' ","'Scotland' ",15
2016 ,"'Other' ","'19' ","'Men' ","'Wales' ",20
2016 ,"'Other' ","'19' ","'Women' ","'England' ",1035
2016 ,"'Other' ","'19' ","'Women' ","'Northern Ireland' ",5
2016 ,"'Other' ","'19' ","'Women' ","'Scotland' ",25
2016 ,"'Other' ","'19' ","'Women' ","'Wales' ",25
2016 ,"'Other' ","'20' ","'Men' ","'England' ",375
2016 ,"'Other' ","'20' ","'Men' ","'Scotland' ",10
2016 ,"'Other' ","'20' ","'Men' ","'Wales' ",15
2016 ,"'Other' ","'20' ","'Women' ","'England' ",390
2016 ,"'Other' ","'20' ","'Women' ","'Northern Ireland' ",5
2016 ,"'Other' ","'20' ","'Women' ","'Scotland' ",10
2016 ,"'Other' ","'20' ","'Women' ","'Wales' ",5
2016 ,"'Other' ","'21 and over' ","'Men' ","'England' ",990
2016 ,"'Other' ","'21 and over' ","'Men' ","'Northern Ireland' ",5
2016 ,"'Other' ","'21 and over' ","'Men' ","'Scotland' ",80
2016 ,"'Other' ","'21 and over' ","'Men' ","'Wales' ",35
2016 ,"'Other' ","'21 and over' ","'Women' ","'England' ",1180
2016 ,"'Other' ","'21 and over' ","'Women' ","'Northern Ireland' ",5
2016 ,"'Other' ","'21 and over' ","'Women' ","'Scotland' ",60
2016 ,"'Other' ","'21 and over' ","'Women' ","'Wales' ",30
2016 ,"'Unknown' ","'17 and under' ","'Men' ","'England' ",15
2016 ,"'Unknown' ","'17 and under' ","'Women' ","'England' ",10
2016 ,"'Unknown' ","'18' ","'Men' ","'England' ",830
2016 ,"'Unknown' ","'18' ","'Men' ","'Northern Ireland' ",15
2016 ,"'Unknown' ","'18' ","'Men' ","'Scotland' ",55
2016 ,"'Unknown' ","'18' ","'Men' ","'Wales' ",30
2016 ,"'Unknown' ","'18' ","'Women' ","'England' ",710
2016 ,"'Unknown' ","'18' ","'Women' ","'Northern Ireland' ",5
2016 ,"'Unknown' ","'18' ","'Women' ","'Scotland' ",45
2016 ,"'Unknown' ","'18' ","'Women' ","'Wales' ",15
2016 ,"'Unknown' ","'19' ","'Men' ","'England' ",435
2016 ,"'Unknown' ","'19' ","'Men' ","'Northern Ireland' ",5
2016 ,"'Unknown' ","'19' ","'Men' ","'Scotland' ",20
2016 ,"'Unknown' ","'19' ","'Men' ","'Wales' ",10
2016 ,"'Unknown' ","'19' ","'Women' ","'England' ",355
2016 ,"'Unknown' ","'19' ","'Women' ","'Northern Ireland' ",5
2016 ,"'Unknown' ","'19' ","'Women' ","'Scotland' ",15
2016 ,"'Unknown' ","'19' ","'Women' ","'Wales' ",15
2016 ,"'Unknown' ","'20' ","'Men' ","'England' ",170
2016 ,"'Unknown' ","'20' ","'Men' ","'Scotland' ",15
2016 ,"'Unknown' ","'20' ","'Men' ","'Wales' ",5
2016 ,"'Unknown' ","'20' ","'Women' ","'England' ",135
2016 ,"'Unknown' ","'20' ","'Women' ","'Scotland' ",5
2016 ,"'Unknown' ","'20' ","'Women' ","'Wales' ",5
2016 ,"'Unknown' ","'21 and over' ","'Men' ","'England' ",800
2016 ,"'Unknown' ","'21 and over' ","'Men' ","'Northern Ireland' ",10
2016 ,"'Unknown' ","'21 and over' ","'Men' ","'Scotland' ",120
2016 ,"'Unknown' ","'21 and over' ","'Men' ","'Wales' ",20
2016 ,"'Unknown' ","'21 and over' ","'Women' ","'England' ",895
2016 ,"'Unknown' ","'21 and over' ","'Women' ","'Northern Ireland' ",5
2016 ,"'Unknown' ","'21 and over' ","'Women' ","'Scotland' ",75
2016 ,"'Unknown' ","'21 and over' ","'Women' ","'Wales' ",25
