"Statistic:   Number of Acceptances"
"Variables:   Provider Name , Age Band , Sex , Cycle Year"
"Coverage:   All"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR4_008_01.pdf"
 
Cycle Year,Provider Name , Age Band , Sex,Number of Acceptances,
2006 ,"'A20 The University of Aberdeen' ","'17 and under' ","'Men' ",25
2006 ,"'A20 The University of Aberdeen' ","'17 and under' ","'Women' ",35
2006 ,"'A20 The University of Aberdeen' ","'18' ","'Men' ",600
2006 ,"'A20 The University of Aberdeen' ","'18' ","'Women' ",765
2006 ,"'A20 The University of Aberdeen' ","'19' ","'Men' ",190
2006 ,"'A20 The University of Aberdeen' ","'19' ","'Women' ",215
2006 ,"'A20 The University of Aberdeen' ","'20' ","'Men' ",90
2006 ,"'A20 The University of Aberdeen' ","'20' ","'Women' ",80
2006 ,"'A20 The University of Aberdeen' ","'21 and over' ","'Men' ",305
2006 ,"'A20 The University of Aberdeen' ","'21 and over' ","'Women' ",260
2006 ,"'A30 Abertay University' ","'17 and under' ","'Men' ",10
2006 ,"'A30 Abertay University' ","'17 and under' ","'Women' ",15
2006 ,"'A30 Abertay University' ","'18' ","'Men' ",215
2006 ,"'A30 Abertay University' ","'18' ","'Women' ",200
2006 ,"'A30 Abertay University' ","'19' ","'Men' ",60
2006 ,"'A30 Abertay University' ","'19' ","'Women' ",60
2006 ,"'A30 Abertay University' ","'20' ","'Men' ",65
2006 ,"'A30 Abertay University' ","'20' ","'Women' ",50
2006 ,"'A30 Abertay University' ","'21 and over' ","'Men' ",180
2006 ,"'A30 Abertay University' ","'21 and over' ","'Women' ",165
2006 ,"'A40 Aberystwyth University' ","'17 and under' ","'Women' ",10
2006 ,"'A40 Aberystwyth University' ","'18' ","'Men' ",685
2006 ,"'A40 Aberystwyth University' ","'18' ","'Women' ",700
2006 ,"'A40 Aberystwyth University' ","'19' ","'Men' ",170
2006 ,"'A40 Aberystwyth University' ","'19' ","'Women' ",125
2006 ,"'A40 Aberystwyth University' ","'20' ","'Men' ",75
2006 ,"'A40 Aberystwyth University' ","'20' ","'Women' ",55
2006 ,"'A40 Aberystwyth University' ","'21 and over' ","'Men' ",200
2006 ,"'A40 Aberystwyth University' ","'21 and over' ","'Women' ",120
2006 ,"'A45 The College of Agriculture, Food and Rural Enterprise' ","'17 and under' ","'Men' ",5
2006 ,"'A45 The College of Agriculture, Food and Rural Enterprise' ","'17 and under' ","'Women' ",5
2006 ,"'A45 The College of Agriculture, Food and Rural Enterprise' ","'18' ","'Men' ",25
2006 ,"'A45 The College of Agriculture, Food and Rural Enterprise' ","'18' ","'Women' ",35
2006 ,"'A45 The College of Agriculture, Food and Rural Enterprise' ","'19' ","'Men' ",10
2006 ,"'A45 The College of Agriculture, Food and Rural Enterprise' ","'19' ","'Women' ",5
2006 ,"'A45 The College of Agriculture, Food and Rural Enterprise' ","'20' ","'Men' ",5
2006 ,"'A45 The College of Agriculture, Food and Rural Enterprise' ","'20' ","'Women' ",5
2006 ,"'A45 The College of Agriculture, Food and Rural Enterprise' ","'21 and over' ","'Men' ",10
2006 ,"'A45 The College of Agriculture, Food and Rural Enterprise' ","'21 and over' ","'Women' ",15
2006 ,"'A50 American InterContinental University - London' ","'19' ","'Men' ",5
2006 ,"'A50 American InterContinental University - London' ","'19' ","'Women' ",5
2006 ,"'A50 American InterContinental University - London' ","'21 and over' ","'Men' ",5
2006 ,"'A50 American InterContinental University - London' ","'21 and over' ","'Women' ",5
2006 ,"'A60 Anglia Ruskin University' ","'17 and under' ","'Men' ",5
2006 ,"'A60 Anglia Ruskin University' ","'17 and under' ","'Women' ",5
2006 ,"'A60 Anglia Ruskin University' ","'18' ","'Men' ",345
2006 ,"'A60 Anglia Ruskin University' ","'18' ","'Women' ",525
2006 ,"'A60 Anglia Ruskin University' ","'19' ","'Men' ",160
2006 ,"'A60 Anglia Ruskin University' ","'19' ","'Women' ",220
2006 ,"'A60 Anglia Ruskin University' ","'20' ","'Men' ",110
2006 ,"'A60 Anglia Ruskin University' ","'20' ","'Women' ",80
2006 ,"'A60 Anglia Ruskin University' ","'21 and over' ","'Men' ",325
2006 ,"'A60 Anglia Ruskin University' ","'21 and over' ","'Women' ",450
2006 ,"'A70 Askham Bryan College' ","'18' ","'Men' ",5
2006 ,"'A70 Askham Bryan College' ","'18' ","'Women' ",5
2006 ,"'A70 Askham Bryan College' ","'19' ","'Women' ",5
2006 ,"'A70 Askham Bryan College' ","'21 and over' ","'Men' ",5
2006 ,"'A70 Askham Bryan College' ","'21 and over' ","'Women' ",10
2006 ,"'A80 Aston University, Birmingham' ","'17 and under' ","'Men' ",15
2006 ,"'A80 Aston University, Birmingham' ","'17 and under' ","'Women' ",25
2006 ,"'A80 Aston University, Birmingham' ","'18' ","'Men' ",640
2006 ,"'A80 Aston University, Birmingham' ","'18' ","'Women' ",700
2006 ,"'A80 Aston University, Birmingham' ","'19' ","'Men' ",225
2006 ,"'A80 Aston University, Birmingham' ","'19' ","'Women' ",195
2006 ,"'A80 Aston University, Birmingham' ","'20' ","'Men' ",95
2006 ,"'A80 Aston University, Birmingham' ","'20' ","'Women' ",70
2006 ,"'A80 Aston University, Birmingham' ","'21 and over' ","'Men' ",155
2006 ,"'A80 Aston University, Birmingham' ","'21 and over' ","'Women' ",115
2006 ,"'B06 Bangor University' ","'17 and under' ","'Women' ",10
2006 ,"'B06 Bangor University' ","'18' ","'Men' ",500
2006 ,"'B06 Bangor University' ","'18' ","'Women' ",800
2006 ,"'B06 Bangor University' ","'19' ","'Men' ",110
2006 ,"'B06 Bangor University' ","'19' ","'Women' ",140
2006 ,"'B06 Bangor University' ","'20' ","'Men' ",55
2006 ,"'B06 Bangor University' ","'20' ","'Women' ",55
2006 ,"'B06 Bangor University' ","'21 and over' ","'Men' ",150
2006 ,"'B06 Bangor University' ","'21 and over' ","'Women' ",270
2006 ,"'B11 Barking and Dagenham College' ","'18' ","'Men' ",5
2006 ,"'B11 Barking and Dagenham College' ","'19' ","'Women' ",5
2006 ,"'B11 Barking and Dagenham College' ","'21 and over' ","'Men' ",15
2006 ,"'B11 Barking and Dagenham College' ","'21 and over' ","'Women' ",5
2006 ,"'B12 Barony College' ","'17 and under' ","'Women' ",5
2006 ,"'B12 Barony College' ","'18' ","'Women' ",10
2006 ,"'B12 Barony College' ","'19' ","'Women' ",5
2006 ,"'B12 Barony College' ","'20' ","'Women' ",5
2006 ,"'B12 Barony College' ","'21 and over' ","'Men' ",5
2006 ,"'B12 Barony College' ","'21 and over' ","'Women' ",20
2006 ,"'B15 Basingstoke College of Technology' ","'18' ","'Men' ",5
2006 ,"'B15 Basingstoke College of Technology' ","'19' ","'Women' ",5
2006 ,"'B16 University of Bath' ","'17 and under' ","'Men' ",50
2006 ,"'B16 University of Bath' ","'17 and under' ","'Women' ",55
2006 ,"'B16 University of Bath' ","'18' ","'Men' ",1015
2006 ,"'B16 University of Bath' ","'18' ","'Women' ",825
2006 ,"'B16 University of Bath' ","'19' ","'Men' ",220
2006 ,"'B16 University of Bath' ","'19' ","'Women' ",195
2006 ,"'B16 University of Bath' ","'20' ","'Men' ",70
2006 ,"'B16 University of Bath' ","'20' ","'Women' ",70
2006 ,"'B16 University of Bath' ","'21 and over' ","'Men' ",130
2006 ,"'B16 University of Bath' ","'21 and over' ","'Women' ",125
2006 ,"'B20 Bath Spa University' ","'18' ","'Men' ",205
2006 ,"'B20 Bath Spa University' ","'18' ","'Women' ",550
2006 ,"'B20 Bath Spa University' ","'19' ","'Men' ",120
2006 ,"'B20 Bath Spa University' ","'19' ","'Women' ",230
2006 ,"'B20 Bath Spa University' ","'20' ","'Men' ",55
2006 ,"'B20 Bath Spa University' ","'20' ","'Women' ",85
2006 ,"'B20 Bath Spa University' ","'21 and over' ","'Men' ",120
2006 ,"'B20 Bath Spa University' ","'21 and over' ","'Women' ",260
2006 ,"'B26 Bell College' ","'17 and under' ","'Men' ",10
2006 ,"'B26 Bell College' ","'17 and under' ","'Women' ",10
2006 ,"'B26 Bell College' ","'18' ","'Men' ",120
2006 ,"'B26 Bell College' ","'18' ","'Women' ",135
2006 ,"'B26 Bell College' ","'19' ","'Men' ",25
2006 ,"'B26 Bell College' ","'19' ","'Women' ",30
2006 ,"'B26 Bell College' ","'20' ","'Men' ",10
2006 ,"'B26 Bell College' ","'20' ","'Women' ",5
2006 ,"'B26 Bell College' ","'21 and over' ","'Men' ",40
2006 ,"'B26 Bell College' ","'21 and over' ","'Women' ",75
2006 ,"'B32 The University of Birmingham' ","'17 and under' ","'Men' ",35
2006 ,"'B32 The University of Birmingham' ","'17 and under' ","'Women' ",30
2006 ,"'B32 The University of Birmingham' ","'18' ","'Men' ",1525
2006 ,"'B32 The University of Birmingham' ","'18' ","'Women' ",2170
2006 ,"'B32 The University of Birmingham' ","'19' ","'Men' ",330
2006 ,"'B32 The University of Birmingham' ","'19' ","'Women' ",355
2006 ,"'B32 The University of Birmingham' ","'20' ","'Men' ",120
2006 ,"'B32 The University of Birmingham' ","'20' ","'Women' ",105
2006 ,"'B32 The University of Birmingham' ","'21 and over' ","'Men' ",260
2006 ,"'B32 The University of Birmingham' ","'21 and over' ","'Women' ",335
2006 ,"'B35 University College Birmingham' ","'17 and under' ","'Women' ",5
2006 ,"'B35 University College Birmingham' ","'18' ","'Men' ",105
2006 ,"'B35 University College Birmingham' ","'18' ","'Women' ",250
2006 ,"'B35 University College Birmingham' ","'19' ","'Men' ",60
2006 ,"'B35 University College Birmingham' ","'19' ","'Women' ",150
2006 ,"'B35 University College Birmingham' ","'20' ","'Men' ",45
2006 ,"'B35 University College Birmingham' ","'20' ","'Women' ",85
2006 ,"'B35 University College Birmingham' ","'21 and over' ","'Men' ",130
2006 ,"'B35 University College Birmingham' ","'21 and over' ","'Women' ",195
2006 ,"'B37 Bishop Burton College' ","'18' ","'Men' ",25
2006 ,"'B37 Bishop Burton College' ","'18' ","'Women' ",60
2006 ,"'B37 Bishop Burton College' ","'19' ","'Men' ",15
2006 ,"'B37 Bishop Burton College' ","'19' ","'Women' ",20
2006 ,"'B37 Bishop Burton College' ","'20' ","'Men' ",5
2006 ,"'B37 Bishop Burton College' ","'20' ","'Women' ",10
2006 ,"'B37 Bishop Burton College' ","'21 and over' ","'Men' ",15
2006 ,"'B37 Bishop Burton College' ","'21 and over' ","'Women' ",35
2006 ,"'B38 Bishop Grosseteste University' ","'18' ","'Men' ",30
2006 ,"'B38 Bishop Grosseteste University' ","'18' ","'Women' ",180
2006 ,"'B38 Bishop Grosseteste University' ","'19' ","'Men' ",10
2006 ,"'B38 Bishop Grosseteste University' ","'19' ","'Women' ",40
2006 ,"'B38 Bishop Grosseteste University' ","'20' ","'Men' ",5
2006 ,"'B38 Bishop Grosseteste University' ","'20' ","'Women' ",10
2006 ,"'B38 Bishop Grosseteste University' ","'21 and over' ","'Men' ",10
2006 ,"'B38 Bishop Grosseteste University' ","'21 and over' ","'Women' ",105
2006 ,"'B40 Blackburn College' ","'18' ","'Men' ",35
2006 ,"'B40 Blackburn College' ","'18' ","'Women' ",30
2006 ,"'B40 Blackburn College' ","'19' ","'Men' ",35
2006 ,"'B40 Blackburn College' ","'19' ","'Women' ",30
2006 ,"'B40 Blackburn College' ","'20' ","'Men' ",20
2006 ,"'B40 Blackburn College' ","'20' ","'Women' ",15
2006 ,"'B40 Blackburn College' ","'21 and over' ","'Men' ",105
2006 ,"'B40 Blackburn College' ","'21 and over' ","'Women' ",150
2006 ,"'B41 Blackpool and The Fylde College' ","'17 and under' ","'Men' ",5
2006 ,"'B41 Blackpool and The Fylde College' ","'18' ","'Men' ",75
2006 ,"'B41 Blackpool and The Fylde College' ","'18' ","'Women' ",90
2006 ,"'B41 Blackpool and The Fylde College' ","'19' ","'Men' ",45
2006 ,"'B41 Blackpool and The Fylde College' ","'19' ","'Women' ",60
2006 ,"'B41 Blackpool and The Fylde College' ","'20' ","'Men' ",25
2006 ,"'B41 Blackpool and The Fylde College' ","'20' ","'Women' ",25
2006 ,"'B41 Blackpool and The Fylde College' ","'21 and over' ","'Men' ",265
2006 ,"'B41 Blackpool and The Fylde College' ","'21 and over' ","'Women' ",210
2006 ,"'B44 University of Bolton' ","'18' ","'Men' ",160
2006 ,"'B44 University of Bolton' ","'18' ","'Women' ",145
2006 ,"'B44 University of Bolton' ","'19' ","'Men' ",90
2006 ,"'B44 University of Bolton' ","'19' ","'Women' ",70
2006 ,"'B44 University of Bolton' ","'20' ","'Men' ",35
2006 ,"'B44 University of Bolton' ","'20' ","'Women' ",35
2006 ,"'B44 University of Bolton' ","'21 and over' ","'Men' ",85
2006 ,"'B44 University of Bolton' ","'21 and over' ","'Women' ",50
2006 ,"'B50 Bournemouth University' ","'17 and under' ","'Men' ",10
2006 ,"'B50 Bournemouth University' ","'17 and under' ","'Women' ",15
2006 ,"'B50 Bournemouth University' ","'18' ","'Men' ",935
2006 ,"'B50 Bournemouth University' ","'18' ","'Women' ",950
2006 ,"'B50 Bournemouth University' ","'19' ","'Men' ",290
2006 ,"'B50 Bournemouth University' ","'19' ","'Women' ",255
2006 ,"'B50 Bournemouth University' ","'20' ","'Men' ",145
2006 ,"'B50 Bournemouth University' ","'20' ","'Women' ",140
2006 ,"'B50 Bournemouth University' ","'21 and over' ","'Men' ",380
2006 ,"'B50 Bournemouth University' ","'21 and over' ","'Women' ",415
2006 ,"'B53 The Arts Institute at Bournemouth' ","'18' ","'Men' ",75
2006 ,"'B53 The Arts Institute at Bournemouth' ","'18' ","'Women' ",120
2006 ,"'B53 The Arts Institute at Bournemouth' ","'19' ","'Men' ",100
2006 ,"'B53 The Arts Institute at Bournemouth' ","'19' ","'Women' ",170
2006 ,"'B53 The Arts Institute at Bournemouth' ","'20' ","'Men' ",45
2006 ,"'B53 The Arts Institute at Bournemouth' ","'20' ","'Women' ",40
2006 ,"'B53 The Arts Institute at Bournemouth' ","'21 and over' ","'Men' ",55
2006 ,"'B53 The Arts Institute at Bournemouth' ","'21 and over' ","'Women' ",45
2006 ,"'B56 The University of Bradford' ","'17 and under' ","'Men' ",30
2006 ,"'B56 The University of Bradford' ","'17 and under' ","'Women' ",10
2006 ,"'B56 The University of Bradford' ","'18' ","'Men' ",515
2006 ,"'B56 The University of Bradford' ","'18' ","'Women' ",530
2006 ,"'B56 The University of Bradford' ","'19' ","'Men' ",350
2006 ,"'B56 The University of Bradford' ","'19' ","'Women' ",220
2006 ,"'B56 The University of Bradford' ","'20' ","'Men' ",125
2006 ,"'B56 The University of Bradford' ","'20' ","'Women' ",90
2006 ,"'B56 The University of Bradford' ","'21 and over' ","'Men' ",415
2006 ,"'B56 The University of Bradford' ","'21 and over' ","'Women' ",345
2006 ,"'B60 Bradford College' ","'18' ","'Men' ",45
2006 ,"'B60 Bradford College' ","'18' ","'Women' ",110
2006 ,"'B60 Bradford College' ","'19' ","'Men' ",55
2006 ,"'B60 Bradford College' ","'19' ","'Women' ",70
2006 ,"'B60 Bradford College' ","'20' ","'Men' ",30
2006 ,"'B60 Bradford College' ","'20' ","'Women' ",45
2006 ,"'B60 Bradford College' ","'21 and over' ","'Men' ",105
2006 ,"'B60 Bradford College' ","'21 and over' ","'Women' ",185
2006 ,"'B70 Bridgwater College' ","'18' ","'Men' ",10
2006 ,"'B70 Bridgwater College' ","'18' ","'Women' ",10
2006 ,"'B70 Bridgwater College' ","'19' ","'Men' ",10
2006 ,"'B70 Bridgwater College' ","'19' ","'Women' ",5
2006 ,"'B70 Bridgwater College' ","'21 and over' ","'Men' ",5
2006 ,"'B70 Bridgwater College' ","'21 and over' ","'Women' ",5
2006 ,"'B72 University of Brighton' ","'17 and under' ","'Men' ",25
2006 ,"'B72 University of Brighton' ","'17 and under' ","'Women' ",30
2006 ,"'B72 University of Brighton' ","'18' ","'Men' ",720
2006 ,"'B72 University of Brighton' ","'18' ","'Women' ",1020
2006 ,"'B72 University of Brighton' ","'19' ","'Men' ",405
2006 ,"'B72 University of Brighton' ","'19' ","'Women' ",505
2006 ,"'B72 University of Brighton' ","'20' ","'Men' ",185
2006 ,"'B72 University of Brighton' ","'20' ","'Women' ",170
2006 ,"'B72 University of Brighton' ","'21 and over' ","'Men' ",595
2006 ,"'B72 University of Brighton' ","'21 and over' ","'Women' ",690
2006 ,"'B74 Brighton and Sussex Medical School' ","'18' ","'Men' ",15
2006 ,"'B74 Brighton and Sussex Medical School' ","'18' ","'Women' ",35
2006 ,"'B74 Brighton and Sussex Medical School' ","'19' ","'Men' ",10
2006 ,"'B74 Brighton and Sussex Medical School' ","'19' ","'Women' ",15
2006 ,"'B74 Brighton and Sussex Medical School' ","'20' ","'Men' ",5
2006 ,"'B74 Brighton and Sussex Medical School' ","'20' ","'Women' ",5
2006 ,"'B74 Brighton and Sussex Medical School' ","'21 and over' ","'Men' ",25
2006 ,"'B74 Brighton and Sussex Medical School' ","'21 and over' ","'Women' ",20
2006 ,"'B77 Bristol, City of Bristol College' ","'17 and under' ","'Men' ",5
2006 ,"'B77 Bristol, City of Bristol College' ","'18' ","'Men' ",35
2006 ,"'B77 Bristol, City of Bristol College' ","'18' ","'Women' ",25
2006 ,"'B77 Bristol, City of Bristol College' ","'19' ","'Men' ",30
2006 ,"'B77 Bristol, City of Bristol College' ","'19' ","'Women' ",15
2006 ,"'B77 Bristol, City of Bristol College' ","'20' ","'Men' ",10
2006 ,"'B77 Bristol, City of Bristol College' ","'20' ","'Women' ",10
2006 ,"'B77 Bristol, City of Bristol College' ","'21 and over' ","'Men' ",50
2006 ,"'B77 Bristol, City of Bristol College' ","'21 and over' ","'Women' ",70
2006 ,"'B78 University of Bristol' ","'17 and under' ","'Men' ",20
2006 ,"'B78 University of Bristol' ","'17 and under' ","'Women' ",40
2006 ,"'B78 University of Bristol' ","'18' ","'Men' ",1335
2006 ,"'B78 University of Bristol' ","'18' ","'Women' ",1385
2006 ,"'B78 University of Bristol' ","'19' ","'Men' ",250
2006 ,"'B78 University of Bristol' ","'19' ","'Women' ",310
2006 ,"'B78 University of Bristol' ","'20' ","'Men' ",55
2006 ,"'B78 University of Bristol' ","'20' ","'Women' ",50
2006 ,"'B78 University of Bristol' ","'21 and over' ","'Men' ",100
2006 ,"'B78 University of Bristol' ","'21 and over' ","'Women' ",120
2006 ,"'B79 Bristol Filton College' ","'17 and under' ","'Women' ",5
2006 ,"'B79 Bristol Filton College' ","'18' ","'Men' ",5
2006 ,"'B79 Bristol Filton College' ","'18' ","'Women' ",5
2006 ,"'B79 Bristol Filton College' ","'19' ","'Women' ",5
2006 ,"'B79 Bristol Filton College' ","'20' ","'Women' ",5
2006 ,"'B79 Bristol Filton College' ","'21 and over' ","'Women' ",5
2006 ,"'B80 Bristol, University of the West of England (UWE)' ","'17 and under' ","'Men' ",10
2006 ,"'B80 Bristol, University of the West of England (UWE)' ","'17 and under' ","'Women' ",15
2006 ,"'B80 Bristol, University of the West of England (UWE)' ","'18' ","'Men' ",1185
2006 ,"'B80 Bristol, University of the West of England (UWE)' ","'18' ","'Women' ",1475
2006 ,"'B80 Bristol, University of the West of England (UWE)' ","'19' ","'Men' ",560
2006 ,"'B80 Bristol, University of the West of England (UWE)' ","'19' ","'Women' ",630
2006 ,"'B80 Bristol, University of the West of England (UWE)' ","'20' ","'Men' ",290
2006 ,"'B80 Bristol, University of the West of England (UWE)' ","'20' ","'Women' ",235
2006 ,"'B80 Bristol, University of the West of England (UWE)' ","'21 and over' ","'Men' ",620
2006 ,"'B80 Bristol, University of the West of England (UWE)' ","'21 and over' ","'Women' ",665
2006 ,"'B81 British College of Osteopathic Medicine' ","'18' ","'Men' ",5
2006 ,"'B81 British College of Osteopathic Medicine' ","'18' ","'Women' ",5
2006 ,"'B81 British College of Osteopathic Medicine' ","'19' ","'Men' ",5
2006 ,"'B81 British College of Osteopathic Medicine' ","'19' ","'Women' ",5
2006 ,"'B81 British College of Osteopathic Medicine' ","'21 and over' ","'Men' ",15
2006 ,"'B81 British College of Osteopathic Medicine' ","'21 and over' ","'Women' ",15
2006 ,"'B82 University of London Institute in Paris (University of London)' ","'18' ","'Men' ",10
2006 ,"'B82 University of London Institute in Paris (University of London)' ","'18' ","'Women' ",20
2006 ,"'B82 University of London Institute in Paris (University of London)' ","'19' ","'Men' ",5
2006 ,"'B82 University of London Institute in Paris (University of London)' ","'20' ","'Women' ",5
2006 ,"'B82 University of London Institute in Paris (University of London)' ","'21 and over' ","'Women' ",5
2006 ,"'B84 Brunel University London' ","'17 and under' ","'Men' ",15
2006 ,"'B84 Brunel University London' ","'17 and under' ","'Women' ",15
2006 ,"'B84 Brunel University London' ","'18' ","'Men' ",925
2006 ,"'B84 Brunel University London' ","'18' ","'Women' ",950
2006 ,"'B84 Brunel University London' ","'19' ","'Men' ",325
2006 ,"'B84 Brunel University London' ","'19' ","'Women' ",275
2006 ,"'B84 Brunel University London' ","'20' ","'Men' ",140
2006 ,"'B84 Brunel University London' ","'20' ","'Women' ",85
2006 ,"'B84 Brunel University London' ","'21 and over' ","'Men' ",335
2006 ,"'B84 Brunel University London' ","'21 and over' ","'Women' ",345
2006 ,"'B87 British School of Osteopathy' ","'18' ","'Men' ",5
2006 ,"'B87 British School of Osteopathy' ","'18' ","'Women' ",15
2006 ,"'B87 British School of Osteopathy' ","'19' ","'Women' ",5
2006 ,"'B87 British School of Osteopathy' ","'20' ","'Men' ",5
2006 ,"'B87 British School of Osteopathy' ","'21 and over' ","'Men' ",30
2006 ,"'B87 British School of Osteopathy' ","'21 and over' ","'Women' ",45
2006 ,"'B88 Brockenhurst College' ","'18' ","'Men' ",5
2006 ,"'B90 The University of Buckingham' ","'18' ","'Men' ",5
2006 ,"'B90 The University of Buckingham' ","'18' ","'Women' ",5
2006 ,"'B90 The University of Buckingham' ","'19' ","'Men' ",5
2006 ,"'B90 The University of Buckingham' ","'19' ","'Women' ",5
2006 ,"'B90 The University of Buckingham' ","'20' ","'Women' ",5
2006 ,"'B90 The University of Buckingham' ","'21 and over' ","'Men' ",10
2006 ,"'B90 The University of Buckingham' ","'21 and over' ","'Women' ",5
2006 ,"'B94 Buckinghamshire New University' ","'18' ","'Men' ",310
2006 ,"'B94 Buckinghamshire New University' ","'18' ","'Women' ",275
2006 ,"'B94 Buckinghamshire New University' ","'19' ","'Men' ",150
2006 ,"'B94 Buckinghamshire New University' ","'19' ","'Women' ",175
2006 ,"'B94 Buckinghamshire New University' ","'20' ","'Men' ",70
2006 ,"'B94 Buckinghamshire New University' ","'20' ","'Women' ",45
2006 ,"'B94 Buckinghamshire New University' ","'21 and over' ","'Men' ",95
2006 ,"'B94 Buckinghamshire New University' ","'21 and over' ","'Women' ",105
2006 ,"'C05 University of Cambridge' ","'17 and under' ","'Men' ",45
2006 ,"'C05 University of Cambridge' ","'17 and under' ","'Women' ",65
2006 ,"'C05 University of Cambridge' ","'18' ","'Men' ",1300
2006 ,"'C05 University of Cambridge' ","'18' ","'Women' ",1350
2006 ,"'C05 University of Cambridge' ","'19' ","'Men' ",190
2006 ,"'C05 University of Cambridge' ","'19' ","'Women' ",180
2006 ,"'C05 University of Cambridge' ","'20' ","'Men' ",45
2006 ,"'C05 University of Cambridge' ","'20' ","'Women' ",30
2006 ,"'C05 University of Cambridge' ","'21 and over' ","'Men' ",50
2006 ,"'C05 University of Cambridge' ","'21 and over' ","'Women' ",75
2006 ,"'C10 Canterbury Christ Church University' ","'17 and under' ","'Men' ",5
2006 ,"'C10 Canterbury Christ Church University' ","'17 and under' ","'Women' ",5
2006 ,"'C10 Canterbury Christ Church University' ","'18' ","'Men' ",360
2006 ,"'C10 Canterbury Christ Church University' ","'18' ","'Women' ",690
2006 ,"'C10 Canterbury Christ Church University' ","'19' ","'Men' ",125
2006 ,"'C10 Canterbury Christ Church University' ","'19' ","'Women' ",200
2006 ,"'C10 Canterbury Christ Church University' ","'20' ","'Men' ",45
2006 ,"'C10 Canterbury Christ Church University' ","'20' ","'Women' ",85
2006 ,"'C10 Canterbury Christ Church University' ","'21 and over' ","'Men' ",135
2006 ,"'C10 Canterbury Christ Church University' ","'21 and over' ","'Women' ",330
2006 ,"'C13 Capel Manor College' ","'21 and over' ","'Men' ",5
2006 ,"'C13 Capel Manor College' ","'21 and over' ","'Women' ",5
2006 ,"'C15 Cardiff University' ","'17 and under' ","'Men' ",25
2006 ,"'C15 Cardiff University' ","'17 and under' ","'Women' ",25
2006 ,"'C15 Cardiff University' ","'18' ","'Men' ",1435
2006 ,"'C15 Cardiff University' ","'18' ","'Women' ",2105
2006 ,"'C15 Cardiff University' ","'19' ","'Men' ",280
2006 ,"'C15 Cardiff University' ","'19' ","'Women' ",330
2006 ,"'C15 Cardiff University' ","'20' ","'Men' ",90
2006 ,"'C15 Cardiff University' ","'20' ","'Women' ",105
2006 ,"'C15 Cardiff University' ","'21 and over' ","'Men' ",205
2006 ,"'C15 Cardiff University' ","'21 and over' ","'Women' ",390
2006 ,"'C20 Cardiff Metropolitan University' ","'18' ","'Men' ",560
2006 ,"'C20 Cardiff Metropolitan University' ","'18' ","'Women' ",670
2006 ,"'C20 Cardiff Metropolitan University' ","'19' ","'Men' ",220
2006 ,"'C20 Cardiff Metropolitan University' ","'19' ","'Women' ",285
2006 ,"'C20 Cardiff Metropolitan University' ","'20' ","'Men' ",95
2006 ,"'C20 Cardiff Metropolitan University' ","'20' ","'Women' ",110
2006 ,"'C20 Cardiff Metropolitan University' ","'21 and over' ","'Men' ",230
2006 ,"'C20 Cardiff Metropolitan University' ","'21 and over' ","'Women' ",350
2006 ,"'C22 Coleg Sir Gar / Carmarthenshire College' ","'18' ","'Men' ",15
2006 ,"'C22 Coleg Sir Gar / Carmarthenshire College' ","'18' ","'Women' ",25
2006 ,"'C22 Coleg Sir Gar / Carmarthenshire College' ","'19' ","'Men' ",5
2006 ,"'C22 Coleg Sir Gar / Carmarthenshire College' ","'19' ","'Women' ",20
2006 ,"'C22 Coleg Sir Gar / Carmarthenshire College' ","'20' ","'Men' ",5
2006 ,"'C22 Coleg Sir Gar / Carmarthenshire College' ","'20' ","'Women' ",10
2006 ,"'C22 Coleg Sir Gar / Carmarthenshire College' ","'21 and over' ","'Men' ",15
2006 ,"'C22 Coleg Sir Gar / Carmarthenshire College' ","'21 and over' ","'Women' ",25
2006 ,"'C25 Birmingham City University (formerly University of Central England in Birmingham)' ","'17 and under' ","'Men' ",5
2006 ,"'C25 Birmingham City University (formerly University of Central England in Birmingham)' ","'17 and under' ","'Women' ",5
2006 ,"'C25 Birmingham City University (formerly University of Central England in Birmingham)' ","'18' ","'Men' ",405
2006 ,"'C25 Birmingham City University (formerly University of Central England in Birmingham)' ","'18' ","'Women' ",820
2006 ,"'C25 Birmingham City University (formerly University of Central England in Birmingham)' ","'19' ","'Men' ",270
2006 ,"'C25 Birmingham City University (formerly University of Central England in Birmingham)' ","'19' ","'Women' ",430
2006 ,"'C25 Birmingham City University (formerly University of Central England in Birmingham)' ","'20' ","'Men' ",145
2006 ,"'C25 Birmingham City University (formerly University of Central England in Birmingham)' ","'20' ","'Women' ",140
2006 ,"'C25 Birmingham City University (formerly University of Central England in Birmingham)' ","'21 and over' ","'Men' ",325
2006 ,"'C25 Birmingham City University (formerly University of Central England in Birmingham)' ","'21 and over' ","'Women' ",490
2006 ,"'C30 University of Central Lancashire (UCLan)' ","'17 and under' ","'Men' ",10
2006 ,"'C30 University of Central Lancashire (UCLan)' ","'17 and under' ","'Women' ",15
2006 ,"'C30 University of Central Lancashire (UCLan)' ","'18' ","'Men' ",1035
2006 ,"'C30 University of Central Lancashire (UCLan)' ","'18' ","'Women' ",1185
2006 ,"'C30 University of Central Lancashire (UCLan)' ","'19' ","'Men' ",410
2006 ,"'C30 University of Central Lancashire (UCLan)' ","'19' ","'Women' ",400
