"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Summary Level) , Apply Centre Type , Acceptance Route , Cycle Year"
"Coverage:   UK domiciled and 18/19 year olds"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_024_07.pdf"
 
Cycle Year,Subject Group (Summary Level) , Apply Centre Type , Acceptance Route,Number of Acceptances,
2007 ,"'Group A Medicine and Dentistry' ","'Academy' ","'Firm choice' ",1445
2007 ,"'Group A Medicine and Dentistry' ","'Academy' ","'Insurance choice' ",15
2007 ,"'Group A Medicine and Dentistry' ","'Academy' ","'Extra' ",10
2007 ,"'Group A Medicine and Dentistry' ","'Academy' ","'Main scheme Clearing' ",55
2007 ,"'Group A Medicine and Dentistry' ","'Further education' ","'Firm choice' ",135
2007 ,"'Group A Medicine and Dentistry' ","'Further education' ","'Extra' ",5
2007 ,"'Group A Medicine and Dentistry' ","'Further education' ","'Main scheme Clearing' ",5
2007 ,"'Group A Medicine and Dentistry' ","'Grammar' ","'Firm choice' ",560
2007 ,"'Group A Medicine and Dentistry' ","'Grammar' ","'Insurance choice' ",15
2007 ,"'Group A Medicine and Dentistry' ","'Grammar' ","'Main scheme Clearing' ",10
2007 ,"'Group A Medicine and Dentistry' ","'Independent' ","'Firm choice' ",1790
2007 ,"'Group A Medicine and Dentistry' ","'Independent' ","'Insurance choice' ",15
2007 ,"'Group A Medicine and Dentistry' ","'Independent' ","'Other main scheme choice' ",5
2007 ,"'Group A Medicine and Dentistry' ","'Independent' ","'Extra' ",5
2007 ,"'Group A Medicine and Dentistry' ","'Independent' ","'Main scheme Clearing' ",65
2007 ,"'Group A Medicine and Dentistry' ","'Sixth form college' ","'Firm choice' ",635
2007 ,"'Group A Medicine and Dentistry' ","'Sixth form college' ","'Insurance choice' ",10
2007 ,"'Group A Medicine and Dentistry' ","'Sixth form college' ","'Main scheme Clearing' ",30
2007 ,"'Group A Medicine and Dentistry' ","'State' ","'Firm choice' ",1160
2007 ,"'Group A Medicine and Dentistry' ","'State' ","'Insurance choice' ",20
2007 ,"'Group A Medicine and Dentistry' ","'State' ","'Extra' ",10
2007 ,"'Group A Medicine and Dentistry' ","'State' ","'Main scheme Clearing' ",50
2007 ,"'Group A Medicine and Dentistry' ","'Other' ","'Firm choice' ",75
2007 ,"'Group A Medicine and Dentistry' ","'Other' ","'Main scheme Clearing' ",5
2007 ,"'Group A Medicine and Dentistry' ","'Other' ","'RPA' ",35
2007 ,"'Group B Subjects allied to Medicine' ","'Academy' ","'Firm choice' ",2335
2007 ,"'Group B Subjects allied to Medicine' ","'Academy' ","'Insurance choice' ",285
2007 ,"'Group B Subjects allied to Medicine' ","'Academy' ","'Other main scheme choice' ",20
2007 ,"'Group B Subjects allied to Medicine' ","'Academy' ","'Extra' ",85
2007 ,"'Group B Subjects allied to Medicine' ","'Academy' ","'Main scheme Clearing' ",370
2007 ,"'Group B Subjects allied to Medicine' ","'Academy' ","'Direct Clearing' ",15
2007 ,"'Group B Subjects allied to Medicine' ","'Further education' ","'Firm choice' ",1200
2007 ,"'Group B Subjects allied to Medicine' ","'Further education' ","'Insurance choice' ",85
2007 ,"'Group B Subjects allied to Medicine' ","'Further education' ","'Other main scheme choice' ",30
2007 ,"'Group B Subjects allied to Medicine' ","'Further education' ","'Extra' ",30
2007 ,"'Group B Subjects allied to Medicine' ","'Further education' ","'Main scheme Clearing' ",185
2007 ,"'Group B Subjects allied to Medicine' ","'Further education' ","'Direct Clearing' ",10
2007 ,"'Group B Subjects allied to Medicine' ","'Grammar' ","'Firm choice' ",775
2007 ,"'Group B Subjects allied to Medicine' ","'Grammar' ","'Insurance choice' ",85
2007 ,"'Group B Subjects allied to Medicine' ","'Grammar' ","'Other main scheme choice' ",5
2007 ,"'Group B Subjects allied to Medicine' ","'Grammar' ","'Extra' ",15
2007 ,"'Group B Subjects allied to Medicine' ","'Grammar' ","'Main scheme Clearing' ",85
2007 ,"'Group B Subjects allied to Medicine' ","'Grammar' ","'Direct Clearing' ",5
2007 ,"'Group B Subjects allied to Medicine' ","'Independent' ","'Firm choice' ",890
2007 ,"'Group B Subjects allied to Medicine' ","'Independent' ","'Insurance choice' ",90
2007 ,"'Group B Subjects allied to Medicine' ","'Independent' ","'Extra' ",20
2007 ,"'Group B Subjects allied to Medicine' ","'Independent' ","'Main scheme Clearing' ",180
2007 ,"'Group B Subjects allied to Medicine' ","'Independent' ","'Direct Clearing' ",5
2007 ,"'Group B Subjects allied to Medicine' ","'Sixth form college' ","'Firm choice' ",2030
2007 ,"'Group B Subjects allied to Medicine' ","'Sixth form college' ","'Insurance choice' ",210
2007 ,"'Group B Subjects allied to Medicine' ","'Sixth form college' ","'Other main scheme choice' ",35
2007 ,"'Group B Subjects allied to Medicine' ","'Sixth form college' ","'Extra' ",50
2007 ,"'Group B Subjects allied to Medicine' ","'Sixth form college' ","'Main scheme Clearing' ",340
2007 ,"'Group B Subjects allied to Medicine' ","'Sixth form college' ","'Direct Clearing' ",20
2007 ,"'Group B Subjects allied to Medicine' ","'State' ","'Firm choice' ",3075
2007 ,"'Group B Subjects allied to Medicine' ","'State' ","'Insurance choice' ",345
2007 ,"'Group B Subjects allied to Medicine' ","'State' ","'Other main scheme choice' ",30
2007 ,"'Group B Subjects allied to Medicine' ","'State' ","'Extra' ",90
2007 ,"'Group B Subjects allied to Medicine' ","'State' ","'Main scheme Clearing' ",460
2007 ,"'Group B Subjects allied to Medicine' ","'State' ","'Direct Clearing' ",15
2007 ,"'Group B Subjects allied to Medicine' ","'Other' ","'Firm choice' ",540
2007 ,"'Group B Subjects allied to Medicine' ","'Other' ","'Insurance choice' ",20
2007 ,"'Group B Subjects allied to Medicine' ","'Other' ","'Other main scheme choice' ",40
2007 ,"'Group B Subjects allied to Medicine' ","'Other' ","'Extra' ",10
2007 ,"'Group B Subjects allied to Medicine' ","'Other' ","'Main scheme Clearing' ",80
2007 ,"'Group B Subjects allied to Medicine' ","'Other' ","'Direct Clearing' ",35
2007 ,"'Group B Subjects allied to Medicine' ","'Other' ","'RPA' ",205
2007 ,"'Group C Biological Sciences' ","'Academy' ","'Firm choice' ",4505
2007 ,"'Group C Biological Sciences' ","'Academy' ","'Insurance choice' ",550
2007 ,"'Group C Biological Sciences' ","'Academy' ","'Other main scheme choice' ",30
2007 ,"'Group C Biological Sciences' ","'Academy' ","'Extra' ",65
2007 ,"'Group C Biological Sciences' ","'Academy' ","'Main scheme Clearing' ",445
2007 ,"'Group C Biological Sciences' ","'Academy' ","'Direct Clearing' ",25
2007 ,"'Group C Biological Sciences' ","'Further education' ","'Firm choice' ",2360
2007 ,"'Group C Biological Sciences' ","'Further education' ","'Insurance choice' ",170
2007 ,"'Group C Biological Sciences' ","'Further education' ","'Other main scheme choice' ",60
2007 ,"'Group C Biological Sciences' ","'Further education' ","'Extra' ",45
2007 ,"'Group C Biological Sciences' ","'Further education' ","'Main scheme Clearing' ",225
2007 ,"'Group C Biological Sciences' ","'Further education' ","'Direct Clearing' ",35
2007 ,"'Group C Biological Sciences' ","'Grammar' ","'Firm choice' ",585
2007 ,"'Group C Biological Sciences' ","'Grammar' ","'Insurance choice' ",80
2007 ,"'Group C Biological Sciences' ","'Grammar' ","'Extra' ",5
2007 ,"'Group C Biological Sciences' ","'Grammar' ","'Main scheme Clearing' ",70
2007 ,"'Group C Biological Sciences' ","'Grammar' ","'Direct Clearing' ",5
2007 ,"'Group C Biological Sciences' ","'Independent' ","'Firm choice' ",1675
2007 ,"'Group C Biological Sciences' ","'Independent' ","'Insurance choice' ",215
2007 ,"'Group C Biological Sciences' ","'Independent' ","'Other main scheme choice' ",5
2007 ,"'Group C Biological Sciences' ","'Independent' ","'Extra' ",15
2007 ,"'Group C Biological Sciences' ","'Independent' ","'Main scheme Clearing' ",180
2007 ,"'Group C Biological Sciences' ","'Independent' ","'Direct Clearing' ",10
2007 ,"'Group C Biological Sciences' ","'Sixth form college' ","'Firm choice' ",3690
2007 ,"'Group C Biological Sciences' ","'Sixth form college' ","'Insurance choice' ",375
2007 ,"'Group C Biological Sciences' ","'Sixth form college' ","'Other main scheme choice' ",50
2007 ,"'Group C Biological Sciences' ","'Sixth form college' ","'Extra' ",55
2007 ,"'Group C Biological Sciences' ","'Sixth form college' ","'Main scheme Clearing' ",330
2007 ,"'Group C Biological Sciences' ","'Sixth form college' ","'Direct Clearing' ",25
2007 ,"'Group C Biological Sciences' ","'State' ","'Firm choice' ",4800
2007 ,"'Group C Biological Sciences' ","'State' ","'Insurance choice' ",680
2007 ,"'Group C Biological Sciences' ","'State' ","'Other main scheme choice' ",30
2007 ,"'Group C Biological Sciences' ","'State' ","'Extra' ",65
2007 ,"'Group C Biological Sciences' ","'State' ","'Main scheme Clearing' ",560
2007 ,"'Group C Biological Sciences' ","'State' ","'Direct Clearing' ",30
2007 ,"'Group C Biological Sciences' ","'Other' ","'Firm choice' ",890
2007 ,"'Group C Biological Sciences' ","'Other' ","'Insurance choice' ",45
2007 ,"'Group C Biological Sciences' ","'Other' ","'Other main scheme choice' ",55
2007 ,"'Group C Biological Sciences' ","'Other' ","'Extra' ",25
2007 ,"'Group C Biological Sciences' ","'Other' ","'Main scheme Clearing' ",100
2007 ,"'Group C Biological Sciences' ","'Other' ","'Direct Clearing' ",70
2007 ,"'Group C Biological Sciences' ","'Other' ","'RPA' ",390
2007 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Academy' ","'Firm choice' ",410
2007 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Academy' ","'Insurance choice' ",20
2007 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Academy' ","'Other main scheme choice' ",5
2007 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Academy' ","'Extra' ",5
2007 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Academy' ","'Main scheme Clearing' ",25
2007 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Academy' ","'Direct Clearing' ",5
2007 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Further education' ","'Firm choice' ",375
2007 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Further education' ","'Insurance choice' ",10
2007 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Further education' ","'Other main scheme choice' ",25
2007 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Further education' ","'Main scheme Clearing' ",20
2007 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Further education' ","'Direct Clearing' ",25
2007 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Grammar' ","'Firm choice' ",80
2007 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Grammar' ","'Insurance choice' ",10
2007 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Grammar' ","'Main scheme Clearing' ",5
2007 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Independent' ","'Firm choice' ",290
2007 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Independent' ","'Insurance choice' ",10
2007 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Independent' ","'Main scheme Clearing' ",20
2007 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Sixth form college' ","'Firm choice' ",350
2007 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Sixth form college' ","'Insurance choice' ",15
2007 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Sixth form college' ","'Other main scheme choice' ",10
2007 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Sixth form college' ","'Extra' ",5
2007 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Sixth form college' ","'Main scheme Clearing' ",15
2007 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Sixth form college' ","'Direct Clearing' ",10
2007 ,"'Group D Veterinary Sciences, Agriculture and related' ","'State' ","'Firm choice' ",445
2007 ,"'Group D Veterinary Sciences, Agriculture and related' ","'State' ","'Insurance choice' ",35
2007 ,"'Group D Veterinary Sciences, Agriculture and related' ","'State' ","'Extra' ",5
2007 ,"'Group D Veterinary Sciences, Agriculture and related' ","'State' ","'Main scheme Clearing' ",45
2007 ,"'Group D Veterinary Sciences, Agriculture and related' ","'State' ","'Direct Clearing' ",5
2007 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Other' ","'Firm choice' ",155
2007 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Other' ","'Insurance choice' ",10
2007 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Other' ","'Other main scheme choice' ",15
2007 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Other' ","'Main scheme Clearing' ",15
2007 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Other' ","'Direct Clearing' ",35
2007 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Other' ","'RPA' ",75
2007 ,"'Group F Physical Sciences' ","'Academy' ","'Firm choice' ",2660
2007 ,"'Group F Physical Sciences' ","'Academy' ","'Insurance choice' ",305
2007 ,"'Group F Physical Sciences' ","'Academy' ","'Other main scheme choice' ",15
2007 ,"'Group F Physical Sciences' ","'Academy' ","'Extra' ",10
2007 ,"'Group F Physical Sciences' ","'Academy' ","'Main scheme Clearing' ",215
2007 ,"'Group F Physical Sciences' ","'Academy' ","'Direct Clearing' ",10
2007 ,"'Group F Physical Sciences' ","'Further education' ","'Firm choice' ",670
2007 ,"'Group F Physical Sciences' ","'Further education' ","'Insurance choice' ",60
2007 ,"'Group F Physical Sciences' ","'Further education' ","'Other main scheme choice' ",10
2007 ,"'Group F Physical Sciences' ","'Further education' ","'Extra' ",5
2007 ,"'Group F Physical Sciences' ","'Further education' ","'Main scheme Clearing' ",50
2007 ,"'Group F Physical Sciences' ","'Further education' ","'Direct Clearing' ",5
2007 ,"'Group F Physical Sciences' ","'Grammar' ","'Firm choice' ",405
2007 ,"'Group F Physical Sciences' ","'Grammar' ","'Insurance choice' ",65
2007 ,"'Group F Physical Sciences' ","'Grammar' ","'Other main scheme choice' ",5
2007 ,"'Group F Physical Sciences' ","'Grammar' ","'Extra' ",5
2007 ,"'Group F Physical Sciences' ","'Grammar' ","'Main scheme Clearing' ",35
2007 ,"'Group F Physical Sciences' ","'Grammar' ","'Direct Clearing' ",5
2007 ,"'Group F Physical Sciences' ","'Independent' ","'Firm choice' ",1280
2007 ,"'Group F Physical Sciences' ","'Independent' ","'Insurance choice' ",145
2007 ,"'Group F Physical Sciences' ","'Independent' ","'Other main scheme choice' ",10
2007 ,"'Group F Physical Sciences' ","'Independent' ","'Extra' ",5
2007 ,"'Group F Physical Sciences' ","'Independent' ","'Main scheme Clearing' ",95
2007 ,"'Group F Physical Sciences' ","'Independent' ","'Direct Clearing' ",10
2007 ,"'Group F Physical Sciences' ","'Sixth form college' ","'Firm choice' ",1670
2007 ,"'Group F Physical Sciences' ","'Sixth form college' ","'Insurance choice' ",155
2007 ,"'Group F Physical Sciences' ","'Sixth form college' ","'Other main scheme choice' ",15
2007 ,"'Group F Physical Sciences' ","'Sixth form college' ","'Extra' ",15
2007 ,"'Group F Physical Sciences' ","'Sixth form college' ","'Main scheme Clearing' ",125
2007 ,"'Group F Physical Sciences' ","'Sixth form college' ","'Direct Clearing' ",10
2007 ,"'Group F Physical Sciences' ","'State' ","'Firm choice' ",2950
2007 ,"'Group F Physical Sciences' ","'State' ","'Insurance choice' ",330
2007 ,"'Group F Physical Sciences' ","'State' ","'Other main scheme choice' ",15
2007 ,"'Group F Physical Sciences' ","'State' ","'Extra' ",30
2007 ,"'Group F Physical Sciences' ","'State' ","'Main scheme Clearing' ",245
2007 ,"'Group F Physical Sciences' ","'State' ","'Direct Clearing' ",10
2007 ,"'Group F Physical Sciences' ","'Other' ","'Firm choice' ",220
2007 ,"'Group F Physical Sciences' ","'Other' ","'Insurance choice' ",15
2007 ,"'Group F Physical Sciences' ","'Other' ","'Other main scheme choice' ",20
2007 ,"'Group F Physical Sciences' ","'Other' ","'Main scheme Clearing' ",25
2007 ,"'Group F Physical Sciences' ","'Other' ","'Direct Clearing' ",25
2007 ,"'Group F Physical Sciences' ","'Other' ","'RPA' ",110
2007 ,"'Group G Mathematical Sciences' ","'Academy' ","'Firm choice' ",1005
2007 ,"'Group G Mathematical Sciences' ","'Academy' ","'Insurance choice' ",245
2007 ,"'Group G Mathematical Sciences' ","'Academy' ","'Extra' ",10
2007 ,"'Group G Mathematical Sciences' ","'Academy' ","'Main scheme Clearing' ",95
2007 ,"'Group G Mathematical Sciences' ","'Further education' ","'Firm choice' ",165
2007 ,"'Group G Mathematical Sciences' ","'Further education' ","'Insurance choice' ",30
2007 ,"'Group G Mathematical Sciences' ","'Further education' ","'Extra' ",5
2007 ,"'Group G Mathematical Sciences' ","'Further education' ","'Main scheme Clearing' ",15
2007 ,"'Group G Mathematical Sciences' ","'Further education' ","'Direct Clearing' ",5
2007 ,"'Group G Mathematical Sciences' ","'Grammar' ","'Firm choice' ",170
2007 ,"'Group G Mathematical Sciences' ","'Grammar' ","'Insurance choice' ",30
2007 ,"'Group G Mathematical Sciences' ","'Grammar' ","'Extra' ",5
2007 ,"'Group G Mathematical Sciences' ","'Grammar' ","'Main scheme Clearing' ",20
2007 ,"'Group G Mathematical Sciences' ","'Independent' ","'Firm choice' ",390
2007 ,"'Group G Mathematical Sciences' ","'Independent' ","'Insurance choice' ",60
2007 ,"'Group G Mathematical Sciences' ","'Independent' ","'Extra' ",5
2007 ,"'Group G Mathematical Sciences' ","'Independent' ","'Main scheme Clearing' ",30
2007 ,"'Group G Mathematical Sciences' ","'Sixth form college' ","'Firm choice' ",570
2007 ,"'Group G Mathematical Sciences' ","'Sixth form college' ","'Insurance choice' ",110
2007 ,"'Group G Mathematical Sciences' ","'Sixth form college' ","'Other main scheme choice' ",5
2007 ,"'Group G Mathematical Sciences' ","'Sixth form college' ","'Extra' ",10
2007 ,"'Group G Mathematical Sciences' ","'Sixth form college' ","'Main scheme Clearing' ",55
2007 ,"'Group G Mathematical Sciences' ","'Sixth form college' ","'Direct Clearing' ",5
2007 ,"'Group G Mathematical Sciences' ","'State' ","'Firm choice' ",930
2007 ,"'Group G Mathematical Sciences' ","'State' ","'Insurance choice' ",180
2007 ,"'Group G Mathematical Sciences' ","'State' ","'Other main scheme choice' ",5
2007 ,"'Group G Mathematical Sciences' ","'State' ","'Extra' ",15
2007 ,"'Group G Mathematical Sciences' ","'State' ","'Main scheme Clearing' ",90
2007 ,"'Group G Mathematical Sciences' ","'State' ","'Direct Clearing' ",5
2007 ,"'Group G Mathematical Sciences' ","'Other' ","'Firm choice' ",55
2007 ,"'Group G Mathematical Sciences' ","'Other' ","'Insurance choice' ",10
2007 ,"'Group G Mathematical Sciences' ","'Other' ","'Other main scheme choice' ",5
2007 ,"'Group G Mathematical Sciences' ","'Other' ","'Main scheme Clearing' ",5
2007 ,"'Group G Mathematical Sciences' ","'Other' ","'Direct Clearing' ",10
2007 ,"'Group G Mathematical Sciences' ","'Other' ","'RPA' ",25
2007 ,"'Group H Engineering' ","'Academy' ","'Firm choice' ",1810
2007 ,"'Group H Engineering' ","'Academy' ","'Insurance choice' ",255
2007 ,"'Group H Engineering' ","'Academy' ","'Other main scheme choice' ",15
2007 ,"'Group H Engineering' ","'Academy' ","'Extra' ",15
2007 ,"'Group H Engineering' ","'Academy' ","'Main scheme Clearing' ",190
2007 ,"'Group H Engineering' ","'Academy' ","'Direct Clearing' ",15
2007 ,"'Group H Engineering' ","'Further education' ","'Firm choice' ",835
2007 ,"'Group H Engineering' ","'Further education' ","'Insurance choice' ",115
2007 ,"'Group H Engineering' ","'Further education' ","'Other main scheme choice' ",35
2007 ,"'Group H Engineering' ","'Further education' ","'Extra' ",5
2007 ,"'Group H Engineering' ","'Further education' ","'Main scheme Clearing' ",100
2007 ,"'Group H Engineering' ","'Further education' ","'Direct Clearing' ",30
2007 ,"'Group H Engineering' ","'Grammar' ","'Firm choice' ",450
2007 ,"'Group H Engineering' ","'Grammar' ","'Insurance choice' ",85
2007 ,"'Group H Engineering' ","'Grammar' ","'Other main scheme choice' ",5
2007 ,"'Group H Engineering' ","'Grammar' ","'Main scheme Clearing' ",55
2007 ,"'Group H Engineering' ","'Independent' ","'Firm choice' ",1130
2007 ,"'Group H Engineering' ","'Independent' ","'Insurance choice' ",115
2007 ,"'Group H Engineering' ","'Independent' ","'Other main scheme choice' ",5
2007 ,"'Group H Engineering' ","'Independent' ","'Extra' ",5
2007 ,"'Group H Engineering' ","'Independent' ","'Main scheme Clearing' ",90
2007 ,"'Group H Engineering' ","'Independent' ","'Direct Clearing' ",5
2007 ,"'Group H Engineering' ","'Sixth form college' ","'Firm choice' ",1375
2007 ,"'Group H Engineering' ","'Sixth form college' ","'Insurance choice' ",145
2007 ,"'Group H Engineering' ","'Sixth form college' ","'Other main scheme choice' ",20
2007 ,"'Group H Engineering' ","'Sixth form college' ","'Extra' ",15
2007 ,"'Group H Engineering' ","'Sixth form college' ","'Main scheme Clearing' ",155
2007 ,"'Group H Engineering' ","'Sixth form college' ","'Direct Clearing' ",25
2007 ,"'Group H Engineering' ","'State' ","'Firm choice' ",2395
2007 ,"'Group H Engineering' ","'State' ","'Insurance choice' ",330
2007 ,"'Group H Engineering' ","'State' ","'Other main scheme choice' ",15
2007 ,"'Group H Engineering' ","'State' ","'Extra' ",20
2007 ,"'Group H Engineering' ","'State' ","'Main scheme Clearing' ",230
2007 ,"'Group H Engineering' ","'State' ","'Direct Clearing' ",20
2007 ,"'Group H Engineering' ","'Other' ","'Firm choice' ",370
2007 ,"'Group H Engineering' ","'Other' ","'Insurance choice' ",40
2007 ,"'Group H Engineering' ","'Other' ","'Other main scheme choice' ",55
2007 ,"'Group H Engineering' ","'Other' ","'Extra' ",10
2007 ,"'Group H Engineering' ","'Other' ","'Main scheme Clearing' ",50
2007 ,"'Group H Engineering' ","'Other' ","'Direct Clearing' ",60
2007 ,"'Group H Engineering' ","'Other' ","'RPA' ",240
2007 ,"'Group I Computer Sciences' ","'Academy' ","'Firm choice' ",1275
2007 ,"'Group I Computer Sciences' ","'Academy' ","'Insurance choice' ",140
2007 ,"'Group I Computer Sciences' ","'Academy' ","'Other main scheme choice' ",20
2007 ,"'Group I Computer Sciences' ","'Academy' ","'Extra' ",10
2007 ,"'Group I Computer Sciences' ","'Academy' ","'Main scheme Clearing' ",180
2007 ,"'Group I Computer Sciences' ","'Academy' ","'Direct Clearing' ",30
2007 ,"'Group I Computer Sciences' ","'Further education' ","'Firm choice' ",1570
2007 ,"'Group I Computer Sciences' ","'Further education' ","'Insurance choice' ",100
2007 ,"'Group I Computer Sciences' ","'Further education' ","'Other main scheme choice' ",60
2007 ,"'Group I Computer Sciences' ","'Further education' ","'Extra' ",5
2007 ,"'Group I Computer Sciences' ","'Further education' ","'Main scheme Clearing' ",150
2007 ,"'Group I Computer Sciences' ","'Further education' ","'Direct Clearing' ",35
2007 ,"'Group I Computer Sciences' ","'Grammar' ","'Firm choice' ",290
2007 ,"'Group I Computer Sciences' ","'Grammar' ","'Insurance choice' ",50
2007 ,"'Group I Computer Sciences' ","'Grammar' ","'Main scheme Clearing' ",30
2007 ,"'Group I Computer Sciences' ","'Independent' ","'Firm choice' ",260
2007 ,"'Group I Computer Sciences' ","'Independent' ","'Insurance choice' ",35
2007 ,"'Group I Computer Sciences' ","'Independent' ","'Other main scheme choice' ",5
2007 ,"'Group I Computer Sciences' ","'Independent' ","'Main scheme Clearing' ",60
2007 ,"'Group I Computer Sciences' ","'Independent' ","'Direct Clearing' ",5
2007 ,"'Group I Computer Sciences' ","'Sixth form college' ","'Firm choice' ",1505
2007 ,"'Group I Computer Sciences' ","'Sixth form college' ","'Insurance choice' ",120
2007 ,"'Group I Computer Sciences' ","'Sixth form college' ","'Other main scheme choice' ",25
2007 ,"'Group I Computer Sciences' ","'Sixth form college' ","'Extra' ",10
2007 ,"'Group I Computer Sciences' ","'Sixth form college' ","'Main scheme Clearing' ",180
2007 ,"'Group I Computer Sciences' ","'Sixth form college' ","'Direct Clearing' ",20
2007 ,"'Group I Computer Sciences' ","'State' ","'Firm choice' ",1885
2007 ,"'Group I Computer Sciences' ","'State' ","'Insurance choice' ",235
2007 ,"'Group I Computer Sciences' ","'State' ","'Other main scheme choice' ",25
2007 ,"'Group I Computer Sciences' ","'State' ","'Extra' ",20
2007 ,"'Group I Computer Sciences' ","'State' ","'Main scheme Clearing' ",235
2007 ,"'Group I Computer Sciences' ","'State' ","'Direct Clearing' ",30
2007 ,"'Group I Computer Sciences' ","'Other' ","'Firm choice' ",500
2007 ,"'Group I Computer Sciences' ","'Other' ","'Insurance choice' ",30
2007 ,"'Group I Computer Sciences' ","'Other' ","'Other main scheme choice' ",55
2007 ,"'Group I Computer Sciences' ","'Other' ","'Extra' ",5
2007 ,"'Group I Computer Sciences' ","'Other' ","'Main scheme Clearing' ",65
2007 ,"'Group I Computer Sciences' ","'Other' ","'Direct Clearing' ",75
2007 ,"'Group I Computer Sciences' ","'Other' ","'RPA' ",405
2007 ,"'Group J Technologies' ","'Academy' ","'Firm choice' ",210
2007 ,"'Group J Technologies' ","'Academy' ","'Insurance choice' ",15
2007 ,"'Group J Technologies' ","'Academy' ","'Other main scheme choice' ",5
2007 ,"'Group J Technologies' ","'Academy' ","'Extra' ",5
2007 ,"'Group J Technologies' ","'Academy' ","'Main scheme Clearing' ",15
2007 ,"'Group J Technologies' ","'Further education' ","'Firm choice' ",215
2007 ,"'Group J Technologies' ","'Further education' ","'Insurance choice' ",10
2007 ,"'Group J Technologies' ","'Further education' ","'Other main scheme choice' ",5
2007 ,"'Group J Technologies' ","'Further education' ","'Extra' ",5
2007 ,"'Group J Technologies' ","'Further education' ","'Main scheme Clearing' ",15
2007 ,"'Group J Technologies' ","'Further education' ","'Direct Clearing' ",10
2007 ,"'Group J Technologies' ","'Grammar' ","'Firm choice' ",35
2007 ,"'Group J Technologies' ","'Grammar' ","'Insurance choice' ",5
2007 ,"'Group J Technologies' ","'Independent' ","'Firm choice' ",65
2007 ,"'Group J Technologies' ","'Independent' ","'Insurance choice' ",10
2007 ,"'Group J Technologies' ","'Independent' ","'Main scheme Clearing' ",5
2007 ,"'Group J Technologies' ","'Independent' ","'Direct Clearing' ",5
2007 ,"'Group J Technologies' ","'Sixth form college' ","'Firm choice' ",205
2007 ,"'Group J Technologies' ","'Sixth form college' ","'Insurance choice' ",5
2007 ,"'Group J Technologies' ","'Sixth form college' ","'Other main scheme choice' ",5
2007 ,"'Group J Technologies' ","'Sixth form college' ","'Main scheme Clearing' ",15
2007 ,"'Group J Technologies' ","'Sixth form college' ","'Direct Clearing' ",5
2007 ,"'Group J Technologies' ","'State' ","'Firm choice' ",235
2007 ,"'Group J Technologies' ","'State' ","'Insurance choice' ",15
2007 ,"'Group J Technologies' ","'State' ","'Other main scheme choice' ",5
2007 ,"'Group J Technologies' ","'State' ","'Main scheme Clearing' ",20
2007 ,"'Group J Technologies' ","'Other' ","'Firm choice' ",135
2007 ,"'Group J Technologies' ","'Other' ","'Other main scheme choice' ",5
2007 ,"'Group J Technologies' ","'Other' ","'Extra' ",5
2007 ,"'Group J Technologies' ","'Other' ","'Main scheme Clearing' ",10
2007 ,"'Group J Technologies' ","'Other' ","'Direct Clearing' ",5
2007 ,"'Group J Technologies' ","'Other' ","'RPA' ",50
2007 ,"'Group K Architecture, Building and Planning' ","'Academy' ","'Firm choice' ",845
2007 ,"'Group K Architecture, Building and Planning' ","'Academy' ","'Insurance choice' ",115
2007 ,"'Group K Architecture, Building and Planning' ","'Academy' ","'Other main scheme choice' ",10
2007 ,"'Group K Architecture, Building and Planning' ","'Academy' ","'Extra' ",10
2007 ,"'Group K Architecture, Building and Planning' ","'Academy' ","'Main scheme Clearing' ",95
2007 ,"'Group K Architecture, Building and Planning' ","'Academy' ","'Direct Clearing' ",10
