"Statistic:   Number of Applications"
"Variables:   Provider Country , Applicant Domicile (High Level) , Age Band , Sex , Cycle Year"
"Coverage:   Applications through the main scheme and UK domiciled"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_009_03.pdf"
 
Cycle Year,Provider Country , Applicant Domicile (High Level) , Age Band , Sex,Number of Applications,
2011 ,"'England' ","'Scotland' ","'19' ","'Women' ",1325
2011 ,"'England' ","'Scotland' ","'20' ","'Men' ",475
2011 ,"'England' ","'Scotland' ","'20' ","'Women' ",580
2011 ,"'England' ","'Scotland' ","'21 and over' ","'Men' ",1500
2011 ,"'England' ","'Scotland' ","'21 and over' ","'Women' ",2065
2011 ,"'England' ","'Wales' ","'17 and under' ","'Men' ",55
2011 ,"'England' ","'Wales' ","'17 and under' ","'Women' ",75
2011 ,"'England' ","'Wales' ","'18' ","'Men' ",12335
2011 ,"'England' ","'Wales' ","'18' ","'Women' ",15945
2011 ,"'England' ","'Wales' ","'19' ","'Men' ",4320
2011 ,"'England' ","'Wales' ","'19' ","'Women' ",5240
2011 ,"'England' ","'Wales' ","'20' ","'Men' ",1350
2011 ,"'England' ","'Wales' ","'20' ","'Women' ",1655
2011 ,"'England' ","'Wales' ","'21 and over' ","'Men' ",2960
2011 ,"'England' ","'Wales' ","'21 and over' ","'Women' ",3675
2011 ,"'Northern Ireland' ","'England' ","'17 and under' ","'Men' ",5
2011 ,"'Northern Ireland' ","'England' ","'17 and under' ","'Women' ",5
2011 ,"'Northern Ireland' ","'England' ","'18' ","'Men' ",525
2011 ,"'Northern Ireland' ","'England' ","'18' ","'Women' ",650
2011 ,"'Northern Ireland' ","'England' ","'19' ","'Men' ",210
2011 ,"'Northern Ireland' ","'England' ","'19' ","'Women' ",220
2011 ,"'Northern Ireland' ","'England' ","'20' ","'Men' ",55
2011 ,"'Northern Ireland' ","'England' ","'20' ","'Women' ",45
2011 ,"'Northern Ireland' ","'England' ","'21 and over' ","'Men' ",110
2011 ,"'Northern Ireland' ","'England' ","'21 and over' ","'Women' ",115
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'17 and under' ","'Men' ",30
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'17 and under' ","'Women' ",35
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'18' ","'Men' ",14630
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'18' ","'Women' ",16910
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'19' ","'Men' ",3330
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'19' ","'Women' ",3860
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'20' ","'Men' ",1430
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'20' ","'Women' ",1490
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'21 and over' ","'Men' ",3205
2011 ,"'Northern Ireland' ","'Northern Ireland' ","'21 and over' ","'Women' ",5050
2011 ,"'Northern Ireland' ","'Scotland' ","'17 and under' ","'Men' ",5
2011 ,"'Northern Ireland' ","'Scotland' ","'18' ","'Men' ",45
2011 ,"'Northern Ireland' ","'Scotland' ","'18' ","'Women' ",50
2011 ,"'Northern Ireland' ","'Scotland' ","'19' ","'Men' ",15
2011 ,"'Northern Ireland' ","'Scotland' ","'19' ","'Women' ",20
2011 ,"'Northern Ireland' ","'Scotland' ","'20' ","'Men' ",5
2011 ,"'Northern Ireland' ","'Scotland' ","'20' ","'Women' ",10
2011 ,"'Northern Ireland' ","'Scotland' ","'21 and over' ","'Men' ",30
2011 ,"'Northern Ireland' ","'Scotland' ","'21 and over' ","'Women' ",35
2011 ,"'Northern Ireland' ","'Wales' ","'18' ","'Men' ",20
2011 ,"'Northern Ireland' ","'Wales' ","'18' ","'Women' ",25
2011 ,"'Northern Ireland' ","'Wales' ","'19' ","'Men' ",5
2011 ,"'Northern Ireland' ","'Wales' ","'19' ","'Women' ",5
2011 ,"'Northern Ireland' ","'Wales' ","'20' ","'Women' ",5
2011 ,"'Northern Ireland' ","'Wales' ","'21 and over' ","'Men' ",10
2011 ,"'Northern Ireland' ","'Wales' ","'21 and over' ","'Women' ",5
2011 ,"'Scotland' ","'England' ","'17 and under' ","'Men' ",95
2011 ,"'Scotland' ","'England' ","'17 and under' ","'Women' ",105
2011 ,"'Scotland' ","'England' ","'18' ","'Men' ",9235
2011 ,"'Scotland' ","'England' ","'18' ","'Women' ",11115
2011 ,"'Scotland' ","'England' ","'19' ","'Men' ",3230
2011 ,"'Scotland' ","'England' ","'19' ","'Women' ",3740
2011 ,"'Scotland' ","'England' ","'20' ","'Men' ",790
2011 ,"'Scotland' ","'England' ","'20' ","'Women' ",875
2011 ,"'Scotland' ","'England' ","'21 and over' ","'Men' ",2000
2011 ,"'Scotland' ","'England' ","'21 and over' ","'Women' ",2235
2011 ,"'Scotland' ","'Northern Ireland' ","'17 and under' ","'Men' ",10
2011 ,"'Scotland' ","'Northern Ireland' ","'17 and under' ","'Women' ",20
2011 ,"'Scotland' ","'Northern Ireland' ","'18' ","'Men' ",3010
2011 ,"'Scotland' ","'Northern Ireland' ","'18' ","'Women' ",4270
2011 ,"'Scotland' ","'Northern Ireland' ","'19' ","'Men' ",625
2011 ,"'Scotland' ","'Northern Ireland' ","'19' ","'Women' ",940
2011 ,"'Scotland' ","'Northern Ireland' ","'20' ","'Men' ",230
2011 ,"'Scotland' ","'Northern Ireland' ","'20' ","'Women' ",250
2011 ,"'Scotland' ","'Northern Ireland' ","'21 and over' ","'Men' ",495
2011 ,"'Scotland' ","'Northern Ireland' ","'21 and over' ","'Women' ",535
2011 ,"'Scotland' ","'Scotland' ","'17 and under' ","'Men' ",1360
2011 ,"'Scotland' ","'Scotland' ","'17 and under' ","'Women' ",2075
2011 ,"'Scotland' ","'Scotland' ","'18' ","'Men' ",35540
2011 ,"'Scotland' ","'Scotland' ","'18' ","'Women' ",46780
2011 ,"'Scotland' ","'Scotland' ","'19' ","'Men' ",8955
2011 ,"'Scotland' ","'Scotland' ","'19' ","'Women' ",12120
2011 ,"'Scotland' ","'Scotland' ","'20' ","'Men' ",5190
2011 ,"'Scotland' ","'Scotland' ","'20' ","'Women' ",7380
2011 ,"'Scotland' ","'Scotland' ","'21 and over' ","'Men' ",16275
2011 ,"'Scotland' ","'Scotland' ","'21 and over' ","'Women' ",23710
2011 ,"'Scotland' ","'Wales' ","'17 and under' ","'Men' ",5
2011 ,"'Scotland' ","'Wales' ","'18' ","'Men' ",265
2011 ,"'Scotland' ","'Wales' ","'18' ","'Women' ",340
2011 ,"'Scotland' ","'Wales' ","'19' ","'Men' ",95
2011 ,"'Scotland' ","'Wales' ","'19' ","'Women' ",110
2011 ,"'Scotland' ","'Wales' ","'20' ","'Men' ",20
2011 ,"'Scotland' ","'Wales' ","'20' ","'Women' ",35
2011 ,"'Scotland' ","'Wales' ","'21 and over' ","'Men' ",75
2011 ,"'Scotland' ","'Wales' ","'21 and over' ","'Women' ",95
2011 ,"'Wales' ","'England' ","'17 and under' ","'Men' ",50
2011 ,"'Wales' ","'England' ","'17 and under' ","'Women' ",80
2011 ,"'Wales' ","'England' ","'18' ","'Men' ",14355
2011 ,"'Wales' ","'England' ","'18' ","'Women' ",16915
2011 ,"'Wales' ","'England' ","'19' ","'Men' ",5085
2011 ,"'Wales' ","'England' ","'19' ","'Women' ",5215
2011 ,"'Wales' ","'England' ","'20' ","'Men' ",1525
2011 ,"'Wales' ","'England' ","'20' ","'Women' ",1395
2011 ,"'Wales' ","'England' ","'21 and over' ","'Men' ",3080
2011 ,"'Wales' ","'England' ","'21 and over' ","'Women' ",3390
2011 ,"'Wales' ","'Northern Ireland' ","'18' ","'Men' ",320
2011 ,"'Wales' ","'Northern Ireland' ","'18' ","'Women' ",515
2011 ,"'Wales' ","'Northern Ireland' ","'19' ","'Men' ",105
2011 ,"'Wales' ","'Northern Ireland' ","'19' ","'Women' ",100
2011 ,"'Wales' ","'Northern Ireland' ","'20' ","'Men' ",50
2011 ,"'Wales' ","'Northern Ireland' ","'20' ","'Women' ",35
2011 ,"'Wales' ","'Northern Ireland' ","'21 and over' ","'Men' ",105
2011 ,"'Wales' ","'Northern Ireland' ","'21 and over' ","'Women' ",110
2011 ,"'Wales' ","'Scotland' ","'17 and under' ","'Women' ",5
2011 ,"'Wales' ","'Scotland' ","'18' ","'Men' ",70
2011 ,"'Wales' ","'Scotland' ","'18' ","'Women' ",80
2011 ,"'Wales' ","'Scotland' ","'19' ","'Men' ",25
2011 ,"'Wales' ","'Scotland' ","'19' ","'Women' ",30
2011 ,"'Wales' ","'Scotland' ","'20' ","'Men' ",10
2011 ,"'Wales' ","'Scotland' ","'20' ","'Women' ",20
2011 ,"'Wales' ","'Scotland' ","'21 and over' ","'Men' ",80
2011 ,"'Wales' ","'Scotland' ","'21 and over' ","'Women' ",80
2011 ,"'Wales' ","'Wales' ","'17 and under' ","'Men' ",15
2011 ,"'Wales' ","'Wales' ","'17 and under' ","'Women' ",50
2011 ,"'Wales' ","'Wales' ","'18' ","'Men' ",10240
2011 ,"'Wales' ","'Wales' ","'18' ","'Women' ",13910
2011 ,"'Wales' ","'Wales' ","'19' ","'Men' ",3575
2011 ,"'Wales' ","'Wales' ","'19' ","'Women' ",4685
2011 ,"'Wales' ","'Wales' ","'20' ","'Men' ",1495
2011 ,"'Wales' ","'Wales' ","'20' ","'Women' ",1810
2011 ,"'Wales' ","'Wales' ","'21 and over' ","'Men' ",3775
2011 ,"'Wales' ","'Wales' ","'21 and over' ","'Women' ",7675
2012 ,"'England' ","'England' ","'17 and under' ","'Men' ",1730
2012 ,"'England' ","'England' ","'17 and under' ","'Women' ",2115
2012 ,"'England' ","'England' ","'18' ","'Men' ",424570
2012 ,"'England' ","'England' ","'18' ","'Women' ",536195
2012 ,"'England' ","'England' ","'19' ","'Men' ",152840
2012 ,"'England' ","'England' ","'19' ","'Women' ",175055
2012 ,"'England' ","'England' ","'20' ","'Men' ",54405
2012 ,"'England' ","'England' ","'20' ","'Women' ",61485
2012 ,"'England' ","'England' ","'21 and over' ","'Men' ",129665
2012 ,"'England' ","'England' ","'21 and over' ","'Women' ",225300
2012 ,"'England' ","'Northern Ireland' ","'17 and under' ","'Men' ",25
2012 ,"'England' ","'Northern Ireland' ","'17 and under' ","'Women' ",70
2012 ,"'England' ","'Northern Ireland' ","'18' ","'Men' ",5835
2012 ,"'England' ","'Northern Ireland' ","'18' ","'Women' ",9570
2012 ,"'England' ","'Northern Ireland' ","'19' ","'Men' ",1820
2012 ,"'England' ","'Northern Ireland' ","'19' ","'Women' ",2365
2012 ,"'England' ","'Northern Ireland' ","'20' ","'Men' ",865
2012 ,"'England' ","'Northern Ireland' ","'20' ","'Women' ",1050
2012 ,"'England' ","'Northern Ireland' ","'21 and over' ","'Men' ",1665
2012 ,"'England' ","'Northern Ireland' ","'21 and over' ","'Women' ",1675
2012 ,"'England' ","'Scotland' ","'17 and under' ","'Men' ",35
2012 ,"'England' ","'Scotland' ","'17 and under' ","'Women' ",55
2012 ,"'England' ","'Scotland' ","'18' ","'Men' ",1535
2012 ,"'England' ","'Scotland' ","'18' ","'Women' ",1990
2012 ,"'England' ","'Scotland' ","'19' ","'Men' ",980
2012 ,"'England' ","'Scotland' ","'19' ","'Women' ",1105
2012 ,"'England' ","'Scotland' ","'20' ","'Men' ",410
2012 ,"'England' ","'Scotland' ","'20' ","'Women' ",515
2012 ,"'England' ","'Scotland' ","'21 and over' ","'Men' ",1265
2012 ,"'England' ","'Scotland' ","'21 and over' ","'Women' ",1910
2012 ,"'England' ","'Wales' ","'17 and under' ","'Men' ",40
2012 ,"'England' ","'Wales' ","'17 and under' ","'Women' ",35
2012 ,"'England' ","'Wales' ","'18' ","'Men' ",12535
2012 ,"'England' ","'Wales' ","'18' ","'Women' ",17215
2012 ,"'England' ","'Wales' ","'19' ","'Men' ",4290
2012 ,"'England' ","'Wales' ","'19' ","'Women' ",5395
2012 ,"'England' ","'Wales' ","'20' ","'Men' ",1360
2012 ,"'England' ","'Wales' ","'20' ","'Women' ",1585
2012 ,"'England' ","'Wales' ","'21 and over' ","'Men' ",2805
2012 ,"'England' ","'Wales' ","'21 and over' ","'Women' ",3770
2012 ,"'Northern Ireland' ","'England' ","'18' ","'Men' ",650
2012 ,"'Northern Ireland' ","'England' ","'18' ","'Women' ",780
2012 ,"'Northern Ireland' ","'England' ","'19' ","'Men' ",230
2012 ,"'Northern Ireland' ","'England' ","'19' ","'Women' ",205
2012 ,"'Northern Ireland' ","'England' ","'20' ","'Men' ",60
2012 ,"'Northern Ireland' ","'England' ","'20' ","'Women' ",50
2012 ,"'Northern Ireland' ","'England' ","'21 and over' ","'Men' ",130
2012 ,"'Northern Ireland' ","'England' ","'21 and over' ","'Women' ",155
2012 ,"'Northern Ireland' ","'Northern Ireland' ","'17 and under' ","'Men' ",40
2012 ,"'Northern Ireland' ","'Northern Ireland' ","'17 and under' ","'Women' ",50
2012 ,"'Northern Ireland' ","'Northern Ireland' ","'18' ","'Men' ",15455
2012 ,"'Northern Ireland' ","'Northern Ireland' ","'18' ","'Women' ",17975
2012 ,"'Northern Ireland' ","'Northern Ireland' ","'19' ","'Men' ",3170
2012 ,"'Northern Ireland' ","'Northern Ireland' ","'19' ","'Women' ",3710
2012 ,"'Northern Ireland' ","'Northern Ireland' ","'20' ","'Men' ",1645
2012 ,"'Northern Ireland' ","'Northern Ireland' ","'20' ","'Women' ",1570
2012 ,"'Northern Ireland' ","'Northern Ireland' ","'21 and over' ","'Men' ",3380
2012 ,"'Northern Ireland' ","'Northern Ireland' ","'21 and over' ","'Women' ",4385
2012 ,"'Northern Ireland' ","'Scotland' ","'18' ","'Men' ",20
2012 ,"'Northern Ireland' ","'Scotland' ","'18' ","'Women' ",60
2012 ,"'Northern Ireland' ","'Scotland' ","'19' ","'Men' ",25
2012 ,"'Northern Ireland' ","'Scotland' ","'19' ","'Women' ",15
2012 ,"'Northern Ireland' ","'Scotland' ","'20' ","'Men' ",10
2012 ,"'Northern Ireland' ","'Scotland' ","'20' ","'Women' ",10
2012 ,"'Northern Ireland' ","'Scotland' ","'21 and over' ","'Men' ",15
2012 ,"'Northern Ireland' ","'Scotland' ","'21 and over' ","'Women' ",55
2012 ,"'Northern Ireland' ","'Wales' ","'18' ","'Men' ",20
2012 ,"'Northern Ireland' ","'Wales' ","'18' ","'Women' ",35
2012 ,"'Northern Ireland' ","'Wales' ","'19' ","'Men' ",5
2012 ,"'Northern Ireland' ","'Wales' ","'19' ","'Women' ",10
2012 ,"'Northern Ireland' ","'Wales' ","'21 and over' ","'Men' ",15
2012 ,"'Northern Ireland' ","'Wales' ","'21 and over' ","'Women' ",5
2012 ,"'Scotland' ","'England' ","'17 and under' ","'Men' ",70
2012 ,"'Scotland' ","'England' ","'17 and under' ","'Women' ",105
2012 ,"'Scotland' ","'England' ","'18' ","'Men' ",9260
2012 ,"'Scotland' ","'England' ","'18' ","'Women' ",11385
2012 ,"'Scotland' ","'England' ","'19' ","'Men' ",2595
2012 ,"'Scotland' ","'England' ","'19' ","'Women' ",3060
2012 ,"'Scotland' ","'England' ","'20' ","'Men' ",685
2012 ,"'Scotland' ","'England' ","'20' ","'Women' ",690
2012 ,"'Scotland' ","'England' ","'21 and over' ","'Men' ",1775
2012 ,"'Scotland' ","'England' ","'21 and over' ","'Women' ",1930
2012 ,"'Scotland' ","'Northern Ireland' ","'17 and under' ","'Men' ",5
2012 ,"'Scotland' ","'Northern Ireland' ","'17 and under' ","'Women' ",25
2012 ,"'Scotland' ","'Northern Ireland' ","'18' ","'Men' ",2250
2012 ,"'Scotland' ","'Northern Ireland' ","'18' ","'Women' ",4050
2012 ,"'Scotland' ","'Northern Ireland' ","'19' ","'Men' ",430
2012 ,"'Scotland' ","'Northern Ireland' ","'19' ","'Women' ",675
2012 ,"'Scotland' ","'Northern Ireland' ","'20' ","'Men' ",165
2012 ,"'Scotland' ","'Northern Ireland' ","'20' ","'Women' ",240
2012 ,"'Scotland' ","'Northern Ireland' ","'21 and over' ","'Men' ",310
2012 ,"'Scotland' ","'Northern Ireland' ","'21 and over' ","'Women' ",420
2012 ,"'Scotland' ","'Scotland' ","'17 and under' ","'Men' ",1225
2012 ,"'Scotland' ","'Scotland' ","'17 and under' ","'Women' ",1880
2012 ,"'Scotland' ","'Scotland' ","'18' ","'Men' ",35105
2012 ,"'Scotland' ","'Scotland' ","'18' ","'Women' ",47840
2012 ,"'Scotland' ","'Scotland' ","'19' ","'Men' ",9435
2012 ,"'Scotland' ","'Scotland' ","'19' ","'Women' ",12845
2012 ,"'Scotland' ","'Scotland' ","'20' ","'Men' ",5695
2012 ,"'Scotland' ","'Scotland' ","'20' ","'Women' ",7430
2012 ,"'Scotland' ","'Scotland' ","'21 and over' ","'Men' ",17165
2012 ,"'Scotland' ","'Scotland' ","'21 and over' ","'Women' ",22995
2012 ,"'Scotland' ","'Wales' ","'17 and under' ","'Men' ",5
2012 ,"'Scotland' ","'Wales' ","'17 and under' ","'Women' ",5
2012 ,"'Scotland' ","'Wales' ","'18' ","'Men' ",270
2012 ,"'Scotland' ","'Wales' ","'18' ","'Women' ",400
2012 ,"'Scotland' ","'Wales' ","'19' ","'Men' ",95
2012 ,"'Scotland' ","'Wales' ","'19' ","'Women' ",110
2012 ,"'Scotland' ","'Wales' ","'20' ","'Men' ",20
2012 ,"'Scotland' ","'Wales' ","'20' ","'Women' ",40
2012 ,"'Scotland' ","'Wales' ","'21 and over' ","'Men' ",80
2012 ,"'Scotland' ","'Wales' ","'21 and over' ","'Women' ",80
2012 ,"'Wales' ","'England' ","'17 and under' ","'Men' ",30
2012 ,"'Wales' ","'England' ","'17 and under' ","'Women' ",50
2012 ,"'Wales' ","'England' ","'18' ","'Men' ",12720
2012 ,"'Wales' ","'England' ","'18' ","'Women' ",15495
2012 ,"'Wales' ","'England' ","'19' ","'Men' ",4010
2012 ,"'Wales' ","'England' ","'19' ","'Women' ",4195
2012 ,"'Wales' ","'England' ","'20' ","'Men' ",1060
2012 ,"'Wales' ","'England' ","'20' ","'Women' ",1085
2012 ,"'Wales' ","'England' ","'21 and over' ","'Men' ",2425
2012 ,"'Wales' ","'England' ","'21 and over' ","'Women' ",3165
2012 ,"'Wales' ","'Northern Ireland' ","'17 and under' ","'Women' ",5
2012 ,"'Wales' ","'Northern Ireland' ","'18' ","'Men' ",235
2012 ,"'Wales' ","'Northern Ireland' ","'18' ","'Women' ",485
2012 ,"'Wales' ","'Northern Ireland' ","'19' ","'Men' ",70
2012 ,"'Wales' ","'Northern Ireland' ","'19' ","'Women' ",90
2012 ,"'Wales' ","'Northern Ireland' ","'20' ","'Men' ",25
2012 ,"'Wales' ","'Northern Ireland' ","'20' ","'Women' ",45
2012 ,"'Wales' ","'Northern Ireland' ","'21 and over' ","'Men' ",65
2012 ,"'Wales' ","'Northern Ireland' ","'21 and over' ","'Women' ",80
2012 ,"'Wales' ","'Scotland' ","'17 and under' ","'Men' ",5
2012 ,"'Wales' ","'Scotland' ","'18' ","'Men' ",20
2012 ,"'Wales' ","'Scotland' ","'18' ","'Women' ",45
2012 ,"'Wales' ","'Scotland' ","'19' ","'Men' ",15
2012 ,"'Wales' ","'Scotland' ","'19' ","'Women' ",25
2012 ,"'Wales' ","'Scotland' ","'20' ","'Men' ",10
2012 ,"'Wales' ","'Scotland' ","'20' ","'Women' ",10
2012 ,"'Wales' ","'Scotland' ","'21 and over' ","'Men' ",50
2012 ,"'Wales' ","'Scotland' ","'21 and over' ","'Women' ",75
2012 ,"'Wales' ","'Wales' ","'17 and under' ","'Men' ",25
2012 ,"'Wales' ","'Wales' ","'17 and under' ","'Women' ",20
2012 ,"'Wales' ","'Wales' ","'18' ","'Men' ",9085
2012 ,"'Wales' ","'Wales' ","'18' ","'Women' ",12830
2012 ,"'Wales' ","'Wales' ","'19' ","'Men' ",3425
2012 ,"'Wales' ","'Wales' ","'19' ","'Women' ",4255
2012 ,"'Wales' ","'Wales' ","'20' ","'Men' ",1495
2012 ,"'Wales' ","'Wales' ","'20' ","'Women' ",1805
2012 ,"'Wales' ","'Wales' ","'21 and over' ","'Men' ",3600
2012 ,"'Wales' ","'Wales' ","'21 and over' ","'Women' ",7785
2013 ,"'England' ","'England' ","'17 and under' ","'Men' ",1625
2013 ,"'England' ","'England' ","'17 and under' ","'Women' ",1920
2013 ,"'England' ","'England' ","'18' ","'Men' ",426465
2013 ,"'England' ","'England' ","'18' ","'Women' ",536695
2013 ,"'England' ","'England' ","'19' ","'Men' ",170785
2013 ,"'England' ","'England' ","'19' ","'Women' ",194175
2013 ,"'England' ","'England' ","'20' ","'Men' ",53140
2013 ,"'England' ","'England' ","'20' ","'Women' ",61825
2013 ,"'England' ","'England' ","'21 and over' ","'Men' ",126990
2013 ,"'England' ","'England' ","'21 and over' ","'Women' ",225335
2013 ,"'England' ","'Northern Ireland' ","'17 and under' ","'Men' ",20
2013 ,"'England' ","'Northern Ireland' ","'17 and under' ","'Women' ",35
2013 ,"'England' ","'Northern Ireland' ","'18' ","'Men' ",6030
2013 ,"'England' ","'Northern Ireland' ","'18' ","'Women' ",9440
2013 ,"'England' ","'Northern Ireland' ","'19' ","'Men' ",1845
2013 ,"'England' ","'Northern Ireland' ","'19' ","'Women' ",2500
2013 ,"'England' ","'Northern Ireland' ","'20' ","'Men' ",1105
2013 ,"'England' ","'Northern Ireland' ","'20' ","'Women' ",930
2013 ,"'England' ","'Northern Ireland' ","'21 and over' ","'Men' ",1910
2013 ,"'England' ","'Northern Ireland' ","'21 and over' ","'Women' ",1810
2013 ,"'England' ","'Scotland' ","'17 and under' ","'Men' ",20
2013 ,"'England' ","'Scotland' ","'17 and under' ","'Women' ",50
2013 ,"'England' ","'Scotland' ","'18' ","'Men' ",1700
2013 ,"'England' ","'Scotland' ","'18' ","'Women' ",2020
2013 ,"'England' ","'Scotland' ","'19' ","'Men' ",860
2013 ,"'England' ","'Scotland' ","'19' ","'Women' ",1070
2013 ,"'England' ","'Scotland' ","'20' ","'Men' ",375
2013 ,"'England' ","'Scotland' ","'20' ","'Women' ",550
2013 ,"'England' ","'Scotland' ","'21 and over' ","'Men' ",1190
2013 ,"'England' ","'Scotland' ","'21 and over' ","'Women' ",1850
2013 ,"'England' ","'Wales' ","'17 and under' ","'Men' ",50
2013 ,"'England' ","'Wales' ","'17 and under' ","'Women' ",70
2013 ,"'England' ","'Wales' ","'18' ","'Men' ",12240
2013 ,"'England' ","'Wales' ","'18' ","'Women' ",16865
2013 ,"'England' ","'Wales' ","'19' ","'Men' ",4225
2013 ,"'England' ","'Wales' ","'19' ","'Women' ",5605
2013 ,"'England' ","'Wales' ","'20' ","'Men' ",1290
2013 ,"'England' ","'Wales' ","'20' ","'Women' ",1565
2013 ,"'England' ","'Wales' ","'21 and over' ","'Men' ",2920
2013 ,"'England' ","'Wales' ","'21 and over' ","'Women' ",4055
2013 ,"'Northern Ireland' ","'England' ","'17 and under' ","'Women' ",5
2013 ,"'Northern Ireland' ","'England' ","'18' ","'Men' ",595
2013 ,"'Northern Ireland' ","'England' ","'18' ","'Women' ",835
2013 ,"'Northern Ireland' ","'England' ","'19' ","'Men' ",255
2013 ,"'Northern Ireland' ","'England' ","'19' ","'Women' ",290
2013 ,"'Northern Ireland' ","'England' ","'20' ","'Men' ",45
2013 ,"'Northern Ireland' ","'England' ","'20' ","'Women' ",65
2013 ,"'Northern Ireland' ","'England' ","'21 and over' ","'Men' ",155
2013 ,"'Northern Ireland' ","'England' ","'21 and over' ","'Women' ",210
2013 ,"'Northern Ireland' ","'Northern Ireland' ","'17 and under' ","'Men' ",50
2013 ,"'Northern Ireland' ","'Northern Ireland' ","'17 and under' ","'Women' ",35
2013 ,"'Northern Ireland' ","'Northern Ireland' ","'18' ","'Men' ",15630
2013 ,"'Northern Ireland' ","'Northern Ireland' ","'18' ","'Women' ",17160
2013 ,"'Northern Ireland' ","'Northern Ireland' ","'19' ","'Men' ",3625
2013 ,"'Northern Ireland' ","'Northern Ireland' ","'19' ","'Women' ",4075
2013 ,"'Northern Ireland' ","'Northern Ireland' ","'20' ","'Men' ",1895
2013 ,"'Northern Ireland' ","'Northern Ireland' ","'20' ","'Women' ",1790
2013 ,"'Northern Ireland' ","'Northern Ireland' ","'21 and over' ","'Men' ",3595
2013 ,"'Northern Ireland' ","'Northern Ireland' ","'21 and over' ","'Women' ",6280
2013 ,"'Northern Ireland' ","'Scotland' ","'18' ","'Men' ",15
2013 ,"'Northern Ireland' ","'Scotland' ","'18' ","'Women' ",50
2013 ,"'Northern Ireland' ","'Scotland' ","'19' ","'Men' ",5
2013 ,"'Northern Ireland' ","'Scotland' ","'19' ","'Women' ",20
2013 ,"'Northern Ireland' ","'Scotland' ","'20' ","'Men' ",5
2013 ,"'Northern Ireland' ","'Scotland' ","'20' ","'Women' ",10
2013 ,"'Northern Ireland' ","'Scotland' ","'21 and over' ","'Men' ",35
2013 ,"'Northern Ireland' ","'Scotland' ","'21 and over' ","'Women' ",55
2013 ,"'Northern Ireland' ","'Wales' ","'18' ","'Men' ",20
2013 ,"'Northern Ireland' ","'Wales' ","'18' ","'Women' ",30
2013 ,"'Northern Ireland' ","'Wales' ","'19' ","'Women' ",10
2013 ,"'Northern Ireland' ","'Wales' ","'21 and over' ","'Men' ",10
2013 ,"'Northern Ireland' ","'Wales' ","'21 and over' ","'Women' ",15
2013 ,"'Scotland' ","'England' ","'17 and under' ","'Men' ",70
2013 ,"'Scotland' ","'England' ","'17 and under' ","'Women' ",115
2013 ,"'Scotland' ","'England' ","'18' ","'Men' ",10250
2013 ,"'Scotland' ","'England' ","'18' ","'Women' ",12970
2013 ,"'Scotland' ","'England' ","'19' ","'Men' ",3375
2013 ,"'Scotland' ","'England' ","'19' ","'Women' ",4125
2013 ,"'Scotland' ","'England' ","'20' ","'Men' ",660
2013 ,"'Scotland' ","'England' ","'20' ","'Women' ",830
2013 ,"'Scotland' ","'England' ","'21 and over' ","'Men' ",1750
2013 ,"'Scotland' ","'England' ","'21 and over' ","'Women' ",2035
2013 ,"'Scotland' ","'Northern Ireland' ","'17 and under' ","'Men' ",10
2013 ,"'Scotland' ","'Northern Ireland' ","'17 and under' ","'Women' ",15
2013 ,"'Scotland' ","'Northern Ireland' ","'18' ","'Men' ",2835
2013 ,"'Scotland' ","'Northern Ireland' ","'18' ","'Women' ",4375
2013 ,"'Scotland' ","'Northern Ireland' ","'19' ","'Men' ",530
2013 ,"'Scotland' ","'Northern Ireland' ","'19' ","'Women' ",930
2013 ,"'Scotland' ","'Northern Ireland' ","'20' ","'Men' ",225
2013 ,"'Scotland' ","'Northern Ireland' ","'20' ","'Women' ",230
2013 ,"'Scotland' ","'Northern Ireland' ","'21 and over' ","'Men' ",430
2013 ,"'Scotland' ","'Northern Ireland' ","'21 and over' ","'Women' ",495
2013 ,"'Scotland' ","'Scotland' ","'17 and under' ","'Men' ",1085
2013 ,"'Scotland' ","'Scotland' ","'17 and under' ","'Women' ",1520
2013 ,"'Scotland' ","'Scotland' ","'18' ","'Men' ",35220
2013 ,"'Scotland' ","'Scotland' ","'18' ","'Women' ",47460
2013 ,"'Scotland' ","'Scotland' ","'19' ","'Men' ",9245
2013 ,"'Scotland' ","'Scotland' ","'19' ","'Women' ",12315
2013 ,"'Scotland' ","'Scotland' ","'20' ","'Men' ",6520
2013 ,"'Scotland' ","'Scotland' ","'20' ","'Women' ",8000
2013 ,"'Scotland' ","'Scotland' ","'21 and over' ","'Men' ",18495
2013 ,"'Scotland' ","'Scotland' ","'21 and over' ","'Women' ",23710
2013 ,"'Scotland' ","'Wales' ","'17 and under' ","'Men' ",5
2013 ,"'Scotland' ","'Wales' ","'17 and under' ","'Women' ",5
