"Statistic:   Number of Acceptances"
"Variables:   Disability Indicator , Cycle Year"
"Coverage:   Applied before June deadline and UK domiciled"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR2_025_05.pdf"
 
Cycle Year,Disability Indicator,Number of Acceptances,
2010 ,"'Disability declared' ",26120
2010 ,"'No disability declared' ",378000
2011 ,"'Disability declared' ",28045
2011 ,"'No disability declared' ",385355
2012 ,"'Disability declared' ",27840
2012 ,"'No disability declared' ",354790
2013 ,"'Disability declared' ",31950
2013 ,"'No disability declared' ",373555
2014 ,"'Disability declared' ",35665
2014 ,"'No disability declared' ",383905
2015 ,"'Disability declared' ",39900
2015 ,"'No disability declared' ",391875
2016 ,"'Disability declared' ",43495
2016 ,"'No disability declared' ",391130
