"Statistic:   Number of Acceptances"
"Variables:   Ethnic Group (Summary Level) , Age Band , Sex , Applicant Domicile (High Level) , Cycle Year"
"Coverage:   Applied before June deadline and UK domiciled"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR2_023_05.pdf"
 
Cycle Year,Ethnic Group (Summary Level) , Age Band , Sex , Applicant Domicile (High Level),Number of Acceptances,
2014 ,"'White' ","'18' ","'Women' ","'Northern Ireland' ",4625
2014 ,"'White' ","'18' ","'Women' ","'Scotland' ",7785
2014 ,"'White' ","'18' ","'Women' ","'Wales' ",5280
2014 ,"'White' ","'19' ","'Men' ","'England' ",23995
2014 ,"'White' ","'19' ","'Men' ","'Northern Ireland' ",1040
2014 ,"'White' ","'19' ","'Men' ","'Scotland' ",1505
2014 ,"'White' ","'19' ","'Men' ","'Wales' ",1475
2014 ,"'White' ","'19' ","'Women' ","'England' ",27965
2014 ,"'White' ","'19' ","'Women' ","'Northern Ireland' ",1165
2014 ,"'White' ","'19' ","'Women' ","'Scotland' ",2110
2014 ,"'White' ","'19' ","'Women' ","'Wales' ",1860
2014 ,"'White' ","'20' ","'Men' ","'England' ",7935
2014 ,"'White' ","'20' ","'Men' ","'Northern Ireland' ",570
2014 ,"'White' ","'20' ","'Men' ","'Scotland' ",1035
2014 ,"'White' ","'20' ","'Men' ","'Wales' ",515
2014 ,"'White' ","'20' ","'Women' ","'England' ",9155
2014 ,"'White' ","'20' ","'Women' ","'Northern Ireland' ",560
2014 ,"'White' ","'20' ","'Women' ","'Scotland' ",1385
2014 ,"'White' ","'20' ","'Women' ","'Wales' ",615
2014 ,"'White' ","'21 and over' ","'Men' ","'England' ",16305
2014 ,"'White' ","'21 and over' ","'Men' ","'Northern Ireland' ",1040
2014 ,"'White' ","'21 and over' ","'Men' ","'Scotland' ",3120
2014 ,"'White' ","'21 and over' ","'Men' ","'Wales' ",1165
2014 ,"'White' ","'21 and over' ","'Women' ","'England' ",29695
2014 ,"'White' ","'21 and over' ","'Women' ","'Northern Ireland' ",1240
2014 ,"'White' ","'21 and over' ","'Women' ","'Scotland' ",4680
2014 ,"'White' ","'21 and over' ","'Women' ","'Wales' ",2240
2014 ,"'Other' ","'17 and under' ","'Men' ","'England' ",15
2014 ,"'Other' ","'17 and under' ","'Women' ","'England' ",10
2014 ,"'Other' ","'18' ","'Men' ","'England' ",1145
2014 ,"'Other' ","'18' ","'Men' ","'Northern Ireland' ",5
2014 ,"'Other' ","'18' ","'Men' ","'Scotland' ",20
2014 ,"'Other' ","'18' ","'Men' ","'Wales' ",30
2014 ,"'Other' ","'18' ","'Women' ","'England' ",1420
2014 ,"'Other' ","'18' ","'Women' ","'Northern Ireland' ",5
2014 ,"'Other' ","'18' ","'Women' ","'Scotland' ",15
2014 ,"'Other' ","'18' ","'Women' ","'Wales' ",35
2014 ,"'Other' ","'19' ","'Men' ","'England' ",695
2014 ,"'Other' ","'19' ","'Men' ","'Scotland' ",5
2014 ,"'Other' ","'19' ","'Men' ","'Wales' ",20
2014 ,"'Other' ","'19' ","'Women' ","'England' ",805
2014 ,"'Other' ","'19' ","'Women' ","'Northern Ireland' ",5
2014 ,"'Other' ","'19' ","'Women' ","'Scotland' ",10
2014 ,"'Other' ","'19' ","'Women' ","'Wales' ",15
2014 ,"'Other' ","'20' ","'Men' ","'England' ",260
2014 ,"'Other' ","'20' ","'Men' ","'Scotland' ",5
2014 ,"'Other' ","'20' ","'Men' ","'Wales' ",10
2014 ,"'Other' ","'20' ","'Women' ","'England' ",260
2014 ,"'Other' ","'20' ","'Women' ","'Scotland' ",5
2014 ,"'Other' ","'21 and over' ","'Men' ","'England' ",565
2014 ,"'Other' ","'21 and over' ","'Men' ","'Northern Ireland' ",5
2014 ,"'Other' ","'21 and over' ","'Men' ","'Scotland' ",20
2014 ,"'Other' ","'21 and over' ","'Men' ","'Wales' ",20
2014 ,"'Other' ","'21 and over' ","'Women' ","'England' ",615
2014 ,"'Other' ","'21 and over' ","'Women' ","'Northern Ireland' ",5
2014 ,"'Other' ","'21 and over' ","'Women' ","'Scotland' ",25
2014 ,"'Other' ","'21 and over' ","'Women' ","'Wales' ",20
2014 ,"'Unknown' ","'17 and under' ","'Men' ","'England' ",5
2014 ,"'Unknown' ","'17 and under' ","'Women' ","'England' ",5
2014 ,"'Unknown' ","'18' ","'Men' ","'England' ",410
2014 ,"'Unknown' ","'18' ","'Men' ","'Scotland' ",15
2014 ,"'Unknown' ","'18' ","'Men' ","'Wales' ",15
2014 ,"'Unknown' ","'18' ","'Women' ","'England' ",390
2014 ,"'Unknown' ","'18' ","'Women' ","'Scotland' ",20
2014 ,"'Unknown' ","'18' ","'Women' ","'Wales' ",10
2014 ,"'Unknown' ","'19' ","'Men' ","'England' ",245
2014 ,"'Unknown' ","'19' ","'Men' ","'Scotland' ",5
2014 ,"'Unknown' ","'19' ","'Men' ","'Wales' ",15
2014 ,"'Unknown' ","'19' ","'Women' ","'England' ",205
2014 ,"'Unknown' ","'19' ","'Women' ","'Scotland' ",5
2014 ,"'Unknown' ","'19' ","'Women' ","'Wales' ",10
2014 ,"'Unknown' ","'20' ","'Men' ","'England' ",105
2014 ,"'Unknown' ","'20' ","'Men' ","'Northern Ireland' ",5
2014 ,"'Unknown' ","'20' ","'Men' ","'Scotland' ",5
2014 ,"'Unknown' ","'20' ","'Men' ","'Wales' ",5
2014 ,"'Unknown' ","'20' ","'Women' ","'England' ",80
2014 ,"'Unknown' ","'21 and over' ","'Men' ","'England' ",385
2014 ,"'Unknown' ","'21 and over' ","'Men' ","'Northern Ireland' ",10
2014 ,"'Unknown' ","'21 and over' ","'Men' ","'Scotland' ",30
2014 ,"'Unknown' ","'21 and over' ","'Men' ","'Wales' ",15
2014 ,"'Unknown' ","'21 and over' ","'Women' ","'England' ",395
2014 ,"'Unknown' ","'21 and over' ","'Women' ","'Scotland' ",25
2014 ,"'Unknown' ","'21 and over' ","'Women' ","'Wales' ",20
2015 ,"'Asian' ","'17 and under' ","'Men' ","'England' ",45
2015 ,"'Asian' ","'17 and under' ","'Men' ","'Scotland' ",10
2015 ,"'Asian' ","'17 and under' ","'Women' ","'England' ",60
2015 ,"'Asian' ","'17 and under' ","'Women' ","'Scotland' ",10
2015 ,"'Asian' ","'18' ","'Men' ","'England' ",11230
2015 ,"'Asian' ","'18' ","'Men' ","'Northern Ireland' ",45
2015 ,"'Asian' ","'18' ","'Men' ","'Scotland' ",275
2015 ,"'Asian' ","'18' ","'Men' ","'Wales' ",170
2015 ,"'Asian' ","'18' ","'Women' ","'England' ",13300
2015 ,"'Asian' ","'18' ","'Women' ","'Northern Ireland' ",50
2015 ,"'Asian' ","'18' ","'Women' ","'Scotland' ",315
2015 ,"'Asian' ","'18' ","'Women' ","'Wales' ",190
2015 ,"'Asian' ","'19' ","'Men' ","'England' ",6190
2015 ,"'Asian' ","'19' ","'Men' ","'Northern Ireland' ",15
2015 ,"'Asian' ","'19' ","'Men' ","'Scotland' ",80
2015 ,"'Asian' ","'19' ","'Men' ","'Wales' ",100
2015 ,"'Asian' ","'19' ","'Women' ","'England' ",6155
2015 ,"'Asian' ","'19' ","'Women' ","'Northern Ireland' ",20
2015 ,"'Asian' ","'19' ","'Women' ","'Scotland' ",120
2015 ,"'Asian' ","'19' ","'Women' ","'Wales' ",105
2015 ,"'Asian' ","'20' ","'Men' ","'England' ",1830
2015 ,"'Asian' ","'20' ","'Men' ","'Northern Ireland' ",10
2015 ,"'Asian' ","'20' ","'Men' ","'Scotland' ",80
2015 ,"'Asian' ","'20' ","'Men' ","'Wales' ",35
2015 ,"'Asian' ","'20' ","'Women' ","'England' ",1560
2015 ,"'Asian' ","'20' ","'Women' ","'Northern Ireland' ",5
2015 ,"'Asian' ","'20' ","'Women' ","'Scotland' ",60
2015 ,"'Asian' ","'20' ","'Women' ","'Wales' ",25
2015 ,"'Asian' ","'21 and over' ","'Men' ","'England' ",2610
2015 ,"'Asian' ","'21 and over' ","'Men' ","'Northern Ireland' ",15
2015 ,"'Asian' ","'21 and over' ","'Men' ","'Scotland' ",190
2015 ,"'Asian' ","'21 and over' ","'Men' ","'Wales' ",50
2015 ,"'Asian' ","'21 and over' ","'Women' ","'England' ",2975
2015 ,"'Asian' ","'21 and over' ","'Women' ","'Northern Ireland' ",15
2015 ,"'Asian' ","'21 and over' ","'Women' ","'Scotland' ",230
2015 ,"'Asian' ","'21 and over' ","'Women' ","'Wales' ",65
2015 ,"'Black' ","'17 and under' ","'Men' ","'England' ",30
2015 ,"'Black' ","'17 and under' ","'Women' ","'England' ",40
2015 ,"'Black' ","'17 and under' ","'Women' ","'Scotland' ",5
2015 ,"'Black' ","'18' ","'Men' ","'England' ",4780
2015 ,"'Black' ","'18' ","'Men' ","'Northern Ireland' ",5
2015 ,"'Black' ","'18' ","'Men' ","'Scotland' ",20
2015 ,"'Black' ","'18' ","'Men' ","'Wales' ",30
2015 ,"'Black' ","'18' ","'Women' ","'England' ",6710
2015 ,"'Black' ","'18' ","'Women' ","'Northern Ireland' ",5
2015 ,"'Black' ","'18' ","'Women' ","'Scotland' ",55
2015 ,"'Black' ","'18' ","'Women' ","'Wales' ",45
2015 ,"'Black' ","'19' ","'Men' ","'England' ",3135
2015 ,"'Black' ","'19' ","'Men' ","'Scotland' ",15
2015 ,"'Black' ","'19' ","'Men' ","'Wales' ",35
2015 ,"'Black' ","'19' ","'Women' ","'England' ",3455
2015 ,"'Black' ","'19' ","'Women' ","'Northern Ireland' ",5
2015 ,"'Black' ","'19' ","'Women' ","'Scotland' ",15
2015 ,"'Black' ","'19' ","'Women' ","'Wales' ",30
2015 ,"'Black' ","'20' ","'Men' ","'England' ",1120
2015 ,"'Black' ","'20' ","'Men' ","'Scotland' ",20
2015 ,"'Black' ","'20' ","'Men' ","'Wales' ",20
2015 ,"'Black' ","'20' ","'Women' ","'England' ",1250
2015 ,"'Black' ","'20' ","'Women' ","'Scotland' ",20
2015 ,"'Black' ","'20' ","'Women' ","'Wales' ",10
2015 ,"'Black' ","'21 and over' ","'Men' ","'England' ",3890
2015 ,"'Black' ","'21 and over' ","'Men' ","'Northern Ireland' ",10
2015 ,"'Black' ","'21 and over' ","'Men' ","'Scotland' ",125
2015 ,"'Black' ","'21 and over' ","'Men' ","'Wales' ",40
2015 ,"'Black' ","'21 and over' ","'Women' ","'England' ",6445
2015 ,"'Black' ","'21 and over' ","'Women' ","'Northern Ireland' ",5
2015 ,"'Black' ","'21 and over' ","'Women' ","'Scotland' ",155
2015 ,"'Black' ","'21 and over' ","'Women' ","'Wales' ",65
2015 ,"'Mixed' ","'17 and under' ","'Men' ","'England' ",25
2015 ,"'Mixed' ","'17 and under' ","'Men' ","'Scotland' ",5
2015 ,"'Mixed' ","'17 and under' ","'Women' ","'England' ",30
2015 ,"'Mixed' ","'17 and under' ","'Women' ","'Scotland' ",5
2015 ,"'Mixed' ","'18' ","'Men' ","'England' ",3660
2015 ,"'Mixed' ","'18' ","'Men' ","'Northern Ireland' ",30
2015 ,"'Mixed' ","'18' ","'Men' ","'Scotland' ",110
2015 ,"'Mixed' ","'18' ","'Men' ","'Wales' ",115
2015 ,"'Mixed' ","'18' ","'Women' ","'England' ",5125
2015 ,"'Mixed' ","'18' ","'Women' ","'Northern Ireland' ",45
2015 ,"'Mixed' ","'18' ","'Women' ","'Scotland' ",140
2015 ,"'Mixed' ","'18' ","'Women' ","'Wales' ",125
2015 ,"'Mixed' ","'19' ","'Men' ","'England' ",1725
2015 ,"'Mixed' ","'19' ","'Men' ","'Northern Ireland' ",10
2015 ,"'Mixed' ","'19' ","'Men' ","'Scotland' ",40
2015 ,"'Mixed' ","'19' ","'Men' ","'Wales' ",55
2015 ,"'Mixed' ","'19' ","'Women' ","'England' ",2015
2015 ,"'Mixed' ","'19' ","'Women' ","'Northern Ireland' ",5
2015 ,"'Mixed' ","'19' ","'Women' ","'Scotland' ",45
2015 ,"'Mixed' ","'19' ","'Women' ","'Wales' ",35
2015 ,"'Mixed' ","'20' ","'Men' ","'England' ",575
2015 ,"'Mixed' ","'20' ","'Men' ","'Northern Ireland' ",10
2015 ,"'Mixed' ","'20' ","'Men' ","'Scotland' ",15
2015 ,"'Mixed' ","'20' ","'Men' ","'Wales' ",15
2015 ,"'Mixed' ","'20' ","'Women' ","'England' ",660
2015 ,"'Mixed' ","'20' ","'Women' ","'Northern Ireland' ",5
2015 ,"'Mixed' ","'20' ","'Women' ","'Scotland' ",25
2015 ,"'Mixed' ","'20' ","'Women' ","'Wales' ",10
2015 ,"'Mixed' ","'21 and over' ","'Men' ","'England' ",1080
2015 ,"'Mixed' ","'21 and over' ","'Men' ","'Northern Ireland' ",5
2015 ,"'Mixed' ","'21 and over' ","'Men' ","'Scotland' ",70
2015 ,"'Mixed' ","'21 and over' ","'Men' ","'Wales' ",30
2015 ,"'Mixed' ","'21 and over' ","'Women' ","'England' ",1905
2015 ,"'Mixed' ","'21 and over' ","'Women' ","'Northern Ireland' ",15
2015 ,"'Mixed' ","'21 and over' ","'Women' ","'Scotland' ",90
2015 ,"'Mixed' ","'21 and over' ","'Women' ","'Wales' ",60
2015 ,"'White' ","'17 and under' ","'Men' ","'England' ",240
2015 ,"'White' ","'17 and under' ","'Men' ","'Northern Ireland' ",5
2015 ,"'White' ","'17 and under' ","'Men' ","'Scotland' ",125
2015 ,"'White' ","'17 and under' ","'Women' ","'England' ",230
2015 ,"'White' ","'17 and under' ","'Women' ","'Northern Ireland' ",10
2015 ,"'White' ","'17 and under' ","'Women' ","'Scotland' ",225
2015 ,"'White' ","'17 and under' ","'Women' ","'Wales' ",10
2015 ,"'White' ","'18' ","'Men' ","'England' ",65885
2015 ,"'White' ","'18' ","'Men' ","'Northern Ireland' ",3470
2015 ,"'White' ","'18' ","'Men' ","'Scotland' ",5460
2015 ,"'White' ","'18' ","'Men' ","'Wales' ",4010
2015 ,"'White' ","'18' ","'Women' ","'England' ",84440
2015 ,"'White' ","'18' ","'Women' ","'Northern Ireland' ",4630
2015 ,"'White' ","'18' ","'Women' ","'Scotland' ",7825
2015 ,"'White' ","'18' ","'Women' ","'Wales' ",5650
2015 ,"'White' ","'19' ","'Men' ","'England' ",23720
2015 ,"'White' ","'19' ","'Men' ","'Northern Ireland' ",1005
2015 ,"'White' ","'19' ","'Men' ","'Scotland' ",1560
2015 ,"'White' ","'19' ","'Men' ","'Wales' ",1440
2015 ,"'White' ","'19' ","'Women' ","'England' ",28160
2015 ,"'White' ","'19' ","'Women' ","'Northern Ireland' ",1140
2015 ,"'White' ","'19' ","'Women' ","'Scotland' ",2180
2015 ,"'White' ","'19' ","'Women' ","'Wales' ",1775
2015 ,"'White' ","'20' ","'Men' ","'England' ",7350
2015 ,"'White' ","'20' ","'Men' ","'Northern Ireland' ",500
2015 ,"'White' ","'20' ","'Men' ","'Scotland' ",1065
2015 ,"'White' ","'20' ","'Men' ","'Wales' ",510
2015 ,"'White' ","'20' ","'Women' ","'England' ",8505
2015 ,"'White' ","'20' ","'Women' ","'Northern Ireland' ",505
2015 ,"'White' ","'20' ","'Women' ","'Scotland' ",1430
2015 ,"'White' ","'20' ","'Women' ","'Wales' ",610
2015 ,"'White' ","'21 and over' ","'Men' ","'England' ",15990
2015 ,"'White' ","'21 and over' ","'Men' ","'Northern Ireland' ",970
2015 ,"'White' ","'21 and over' ","'Men' ","'Scotland' ",3590
2015 ,"'White' ","'21 and over' ","'Men' ","'Wales' ",1145
2015 ,"'White' ","'21 and over' ","'Women' ","'England' ",28960
2015 ,"'White' ","'21 and over' ","'Women' ","'Northern Ireland' ",1260
2015 ,"'White' ","'21 and over' ","'Women' ","'Scotland' ",6180
2015 ,"'White' ","'21 and over' ","'Women' ","'Wales' ",2240
2015 ,"'Other' ","'17 and under' ","'Men' ","'England' ",15
2015 ,"'Other' ","'17 and under' ","'Women' ","'England' ",20
2015 ,"'Other' ","'18' ","'Men' ","'England' ",1210
2015 ,"'Other' ","'18' ","'Men' ","'Scotland' ",35
2015 ,"'Other' ","'18' ","'Men' ","'Wales' ",25
2015 ,"'Other' ","'18' ","'Women' ","'England' ",1675
2015 ,"'Other' ","'18' ","'Women' ","'Scotland' ",30
2015 ,"'Other' ","'18' ","'Women' ","'Wales' ",40
2015 ,"'Other' ","'19' ","'Men' ","'England' ",820
2015 ,"'Other' ","'19' ","'Men' ","'Scotland' ",15
2015 ,"'Other' ","'19' ","'Men' ","'Wales' ",20
2015 ,"'Other' ","'19' ","'Women' ","'England' ",860
2015 ,"'Other' ","'19' ","'Women' ","'Scotland' ",10
2015 ,"'Other' ","'19' ","'Women' ","'Wales' ",15
2015 ,"'Other' ","'20' ","'Men' ","'England' ",290
2015 ,"'Other' ","'20' ","'Men' ","'Scotland' ",5
2015 ,"'Other' ","'20' ","'Men' ","'Wales' ",10
2015 ,"'Other' ","'20' ","'Women' ","'England' ",275
2015 ,"'Other' ","'20' ","'Women' ","'Scotland' ",5
2015 ,"'Other' ","'20' ","'Women' ","'Wales' ",10
2015 ,"'Other' ","'21 and over' ","'Men' ","'England' ",570
2015 ,"'Other' ","'21 and over' ","'Men' ","'Scotland' ",35
2015 ,"'Other' ","'21 and over' ","'Men' ","'Wales' ",10
2015 ,"'Other' ","'21 and over' ","'Women' ","'England' ",615
2015 ,"'Other' ","'21 and over' ","'Women' ","'Scotland' ",45
2015 ,"'Other' ","'21 and over' ","'Women' ","'Wales' ",15
2015 ,"'Unknown' ","'17 and under' ","'Men' ","'England' ",5
2015 ,"'Unknown' ","'17 and under' ","'Women' ","'England' ",5
2015 ,"'Unknown' ","'18' ","'Men' ","'England' ",660
2015 ,"'Unknown' ","'18' ","'Men' ","'Northern Ireland' ",10
2015 ,"'Unknown' ","'18' ","'Men' ","'Scotland' ",35
2015 ,"'Unknown' ","'18' ","'Men' ","'Wales' ",20
2015 ,"'Unknown' ","'18' ","'Women' ","'England' ",550
2015 ,"'Unknown' ","'18' ","'Women' ","'Northern Ireland' ",10
2015 ,"'Unknown' ","'18' ","'Women' ","'Scotland' ",15
2015 ,"'Unknown' ","'18' ","'Women' ","'Wales' ",20
2015 ,"'Unknown' ","'19' ","'Men' ","'England' ",320
2015 ,"'Unknown' ","'19' ","'Men' ","'Northern Ireland' ",5
2015 ,"'Unknown' ","'19' ","'Men' ","'Scotland' ",10
2015 ,"'Unknown' ","'19' ","'Men' ","'Wales' ",5
2015 ,"'Unknown' ","'19' ","'Women' ","'England' ",285
2015 ,"'Unknown' ","'19' ","'Women' ","'Scotland' ",5
2015 ,"'Unknown' ","'19' ","'Women' ","'Wales' ",5
2015 ,"'Unknown' ","'20' ","'Men' ","'England' ",115
2015 ,"'Unknown' ","'20' ","'Men' ","'Scotland' ",10
2015 ,"'Unknown' ","'20' ","'Men' ","'Wales' ",5
2015 ,"'Unknown' ","'20' ","'Women' ","'England' ",120
2015 ,"'Unknown' ","'21 and over' ","'Men' ","'England' ",490
2015 ,"'Unknown' ","'21 and over' ","'Men' ","'Northern Ireland' ",10
2015 ,"'Unknown' ","'21 and over' ","'Men' ","'Scotland' ",60
2015 ,"'Unknown' ","'21 and over' ","'Men' ","'Wales' ",25
2015 ,"'Unknown' ","'21 and over' ","'Women' ","'England' ",455
2015 ,"'Unknown' ","'21 and over' ","'Women' ","'Northern Ireland' ",5
2015 ,"'Unknown' ","'21 and over' ","'Women' ","'Scotland' ",35
2015 ,"'Unknown' ","'21 and over' ","'Women' ","'Wales' ",10
2016 ,"'Asian' ","'17 and under' ","'Men' ","'England' ",40
2016 ,"'Asian' ","'17 and under' ","'Men' ","'Scotland' ",5
2016 ,"'Asian' ","'17 and under' ","'Women' ","'England' ",40
2016 ,"'Asian' ","'17 and under' ","'Women' ","'Scotland' ",15
2016 ,"'Asian' ","'18' ","'Men' ","'England' ",12020
2016 ,"'Asian' ","'18' ","'Men' ","'Northern Ireland' ",50
2016 ,"'Asian' ","'18' ","'Men' ","'Scotland' ",295
2016 ,"'Asian' ","'18' ","'Men' ","'Wales' ",175
2016 ,"'Asian' ","'18' ","'Women' ","'England' ",14110
2016 ,"'Asian' ","'18' ","'Women' ","'Northern Ireland' ",60
2016 ,"'Asian' ","'18' ","'Women' ","'Scotland' ",330
2016 ,"'Asian' ","'18' ","'Women' ","'Wales' ",230
2016 ,"'Asian' ","'19' ","'Men' ","'England' ",6320
2016 ,"'Asian' ","'19' ","'Men' ","'Northern Ireland' ",25
2016 ,"'Asian' ","'19' ","'Men' ","'Scotland' ",100
2016 ,"'Asian' ","'19' ","'Men' ","'Wales' ",85
2016 ,"'Asian' ","'19' ","'Women' ","'England' ",6200
2016 ,"'Asian' ","'19' ","'Women' ","'Northern Ireland' ",35
2016 ,"'Asian' ","'19' ","'Women' ","'Scotland' ",110
2016 ,"'Asian' ","'19' ","'Women' ","'Wales' ",80
2016 ,"'Asian' ","'20' ","'Men' ","'England' ",1775
2016 ,"'Asian' ","'20' ","'Men' ","'Northern Ireland' ",10
2016 ,"'Asian' ","'20' ","'Men' ","'Scotland' ",65
2016 ,"'Asian' ","'20' ","'Men' ","'Wales' ",25
2016 ,"'Asian' ","'20' ","'Women' ","'England' ",1500
2016 ,"'Asian' ","'20' ","'Women' ","'Northern Ireland' ",5
2016 ,"'Asian' ","'20' ","'Women' ","'Scotland' ",75
2016 ,"'Asian' ","'20' ","'Women' ","'Wales' ",20
2016 ,"'Asian' ","'21 and over' ","'Men' ","'England' ",2565
2016 ,"'Asian' ","'21 and over' ","'Men' ","'Northern Ireland' ",15
2016 ,"'Asian' ","'21 and over' ","'Men' ","'Scotland' ",200
2016 ,"'Asian' ","'21 and over' ","'Men' ","'Wales' ",55
2016 ,"'Asian' ","'21 and over' ","'Women' ","'England' ",3020
2016 ,"'Asian' ","'21 and over' ","'Women' ","'Northern Ireland' ",10
2016 ,"'Asian' ","'21 and over' ","'Women' ","'Scotland' ",205
2016 ,"'Asian' ","'21 and over' ","'Women' ","'Wales' ",80
2016 ,"'Black' ","'17 and under' ","'Men' ","'England' ",25
2016 ,"'Black' ","'17 and under' ","'Men' ","'Scotland' ",5
2016 ,"'Black' ","'17 and under' ","'Women' ","'England' ",35
2016 ,"'Black' ","'17 and under' ","'Women' ","'Scotland' ",5
2016 ,"'Black' ","'18' ","'Men' ","'England' ",4895
2016 ,"'Black' ","'18' ","'Men' ","'Northern Ireland' ",5
2016 ,"'Black' ","'18' ","'Men' ","'Scotland' ",40
2016 ,"'Black' ","'18' ","'Men' ","'Wales' ",50
2016 ,"'Black' ","'18' ","'Women' ","'England' ",6970
2016 ,"'Black' ","'18' ","'Women' ","'Northern Ireland' ",15
2016 ,"'Black' ","'18' ","'Women' ","'Scotland' ",60
2016 ,"'Black' ","'18' ","'Women' ","'Wales' ",50
2016 ,"'Black' ","'19' ","'Men' ","'England' ",3145
2016 ,"'Black' ","'19' ","'Men' ","'Northern Ireland' ",10
2016 ,"'Black' ","'19' ","'Men' ","'Scotland' ",20
2016 ,"'Black' ","'19' ","'Men' ","'Wales' ",35
2016 ,"'Black' ","'19' ","'Women' ","'England' ",3590
2016 ,"'Black' ","'19' ","'Women' ","'Northern Ireland' ",5
2016 ,"'Black' ","'19' ","'Women' ","'Scotland' ",20
2016 ,"'Black' ","'19' ","'Women' ","'Wales' ",25
2016 ,"'Black' ","'20' ","'Men' ","'England' ",1220
2016 ,"'Black' ","'20' ","'Men' ","'Northern Ireland' ",5
2016 ,"'Black' ","'20' ","'Men' ","'Scotland' ",10
2016 ,"'Black' ","'20' ","'Men' ","'Wales' ",10
2016 ,"'Black' ","'20' ","'Women' ","'England' ",1290
2016 ,"'Black' ","'20' ","'Women' ","'Scotland' ",20
2016 ,"'Black' ","'20' ","'Women' ","'Wales' ",10
2016 ,"'Black' ","'21 and over' ","'Men' ","'England' ",3805
2016 ,"'Black' ","'21 and over' ","'Men' ","'Northern Ireland' ",10
2016 ,"'Black' ","'21 and over' ","'Men' ","'Scotland' ",125
2016 ,"'Black' ","'21 and over' ","'Men' ","'Wales' ",50
2016 ,"'Black' ","'21 and over' ","'Women' ","'England' ",7135
2016 ,"'Black' ","'21 and over' ","'Women' ","'Northern Ireland' ",15
2016 ,"'Black' ","'21 and over' ","'Women' ","'Scotland' ",140
2016 ,"'Black' ","'21 and over' ","'Women' ","'Wales' ",75
2016 ,"'Mixed' ","'17 and under' ","'Men' ","'England' ",25
2016 ,"'Mixed' ","'17 and under' ","'Women' ","'England' ",30
2016 ,"'Mixed' ","'17 and under' ","'Women' ","'Scotland' ",5
2016 ,"'Mixed' ","'18' ","'Men' ","'England' ",3985
2016 ,"'Mixed' ","'18' ","'Men' ","'Northern Ireland' ",30
2016 ,"'Mixed' ","'18' ","'Men' ","'Scotland' ",120
2016 ,"'Mixed' ","'18' ","'Men' ","'Wales' ",110
2016 ,"'Mixed' ","'18' ","'Women' ","'England' ",5225
2016 ,"'Mixed' ","'18' ","'Women' ","'Northern Ireland' ",45
2016 ,"'Mixed' ","'18' ","'Women' ","'Scotland' ",150
2016 ,"'Mixed' ","'18' ","'Women' ","'Wales' ",135
2016 ,"'Mixed' ","'19' ","'Men' ","'England' ",1765
2016 ,"'Mixed' ","'19' ","'Men' ","'Northern Ireland' ",10
2016 ,"'Mixed' ","'19' ","'Men' ","'Scotland' ",35
2016 ,"'Mixed' ","'19' ","'Men' ","'Wales' ",45
2016 ,"'Mixed' ","'19' ","'Women' ","'England' ",2090
2016 ,"'Mixed' ","'19' ","'Women' ","'Northern Ireland' ",15
2016 ,"'Mixed' ","'19' ","'Women' ","'Scotland' ",60
2016 ,"'Mixed' ","'19' ","'Women' ","'Wales' ",65
2016 ,"'Mixed' ","'20' ","'Men' ","'England' ",570
2016 ,"'Mixed' ","'20' ","'Men' ","'Scotland' ",20
2016 ,"'Mixed' ","'20' ","'Men' ","'Wales' ",15
2016 ,"'Mixed' ","'20' ","'Women' ","'England' ",690
2016 ,"'Mixed' ","'20' ","'Women' ","'Northern Ireland' ",10
2016 ,"'Mixed' ","'20' ","'Women' ","'Scotland' ",30
2016 ,"'Mixed' ","'20' ","'Women' ","'Wales' ",20
2016 ,"'Mixed' ","'21 and over' ","'Men' ","'England' ",1070
2016 ,"'Mixed' ","'21 and over' ","'Men' ","'Northern Ireland' ",5
2016 ,"'Mixed' ","'21 and over' ","'Men' ","'Scotland' ",75
2016 ,"'Mixed' ","'21 and over' ","'Men' ","'Wales' ",25
2016 ,"'Mixed' ","'21 and over' ","'Women' ","'England' ",1885
2016 ,"'Mixed' ","'21 and over' ","'Women' ","'Northern Ireland' ",5
2016 ,"'Mixed' ","'21 and over' ","'Women' ","'Scotland' ",80
2016 ,"'Mixed' ","'21 and over' ","'Women' ","'Wales' ",55
2016 ,"'White' ","'17 and under' ","'Men' ","'England' ",255
2016 ,"'White' ","'17 and under' ","'Men' ","'Northern Ireland' ",10
2016 ,"'White' ","'17 and under' ","'Men' ","'Scotland' ",165
2016 ,"'White' ","'17 and under' ","'Men' ","'Wales' ",5
2016 ,"'White' ","'17 and under' ","'Women' ","'England' ",240
2016 ,"'White' ","'17 and under' ","'Women' ","'Northern Ireland' ",15
2016 ,"'White' ","'17 and under' ","'Women' ","'Scotland' ",210
2016 ,"'White' ","'17 and under' ","'Women' ","'Wales' ",10
2016 ,"'White' ","'18' ","'Men' ","'England' ",65900
2016 ,"'White' ","'18' ","'Men' ","'Northern Ireland' ",3555
2016 ,"'White' ","'18' ","'Men' ","'Scotland' ",5445
2016 ,"'White' ","'18' ","'Men' ","'Wales' ",3970
2016 ,"'White' ","'18' ","'Women' ","'England' ",84890
2016 ,"'White' ","'18' ","'Women' ","'Northern Ireland' ",4730
2016 ,"'White' ","'18' ","'Women' ","'Scotland' ",7910
2016 ,"'White' ","'18' ","'Women' ","'Wales' ",5680
